variant_id,base_pair_key,record_key,language,language_label,qa_track,corruption_type,severity,declared_size,source_lid,variant_lid,source_triples,clean_target_triples,variant_target_triples,source_text,clean_target_text,variant_target_text,xml_duplicate_target_lex,xml_path,split,triple_bucket,category,eid,is_benign,consistency_group_id,perturbation_pair_id,removed_token_fraction,alternative_reference_lid,alternative_source_text,predicted_language,language_confidence,target_language_probability,valid_target_language,wrong_language_detected,full_english_copy_detected,code_switch_eligible_window_count,code_switch_english_window_count,code_switch_english_window_fraction,code_switch_detected,hard_language_flag,comparison_source_lid,comparison_source_text,english_token_count,target_token_count,expansion_ratio,aligned_reference_eligible,aligned_reference_similarity,comparison_reference_similarity,aligned_reference_advantage,manual_target_language_acceptable,manual_actual_code_switch,manual_grammar_naturalness_1_5,manual_legitimate_variation,manual_aligned_reference_interpretation,manual_notes
original__es__d81d54545d1a,train/3triples/Politician.xml::Id154::Id2,train/3triples/Politician.xml::Id154,es,Spanish,CLEAN,clean,clean,3,Id2,Id2,"['Albert_Jennings_Fountain | birthPlace | New_York', 'American_Civil_War | commander | Abraham_Lincoln', 'Albert_Jennings_Fountain | battle | American_Civil_War']","['Albert_Jennings_Fountain | LugarDeNacimiento | New_York', 'guerra_de_Secesión | Comandante | Abraham_Lincoln', 'Albert_Jennings_Fountain | Batalla | guerra_de_Secesión']","['Albert_Jennings_Fountain | LugarDeNacimiento | New_York', 'guerra_de_Secesión | Comandante | Abraham_Lincoln', 'Albert_Jennings_Fountain | Batalla | guerra_de_Secesión']",Albert Jennings Fountain was born in New York and fought in the American Civil War when Abraham Lincoln was a commander.,Albert Jennings Fountain nació en Nueva York y luchó en la Guerra Civil estadounidense cuando Abraham Lincoln era comandante.,Albert Jennings Fountain nació en Nueva York y luchó en la Guerra Civil estadounidense cuando Abraham Lincoln era comandante.,False,train/3triples/Politician.xml,train,3triples,Politician,Id154,False,,,,,,es,0.9236239194869995,0.9236239194869995,True,False,False,2,0,0.0,False,False,Id1,New York-born Albert Jennings Fountain fought in the American Civil War which saw Abraham Lincoln as one of its commanders.,21,19,0.9047619047619048,True,0.9917778372764587,0.9336254596710205,0.05815237760543823,,,,,,
original__es__34ecf8cd5b4d,train/4triples/Food.xml::Id22::Id1,train/4triples/Food.xml::Id22,es,Spanish,CLEAN,clean,clean,4,Id1,Id1,"['Arem-arem | country | Indonesia', 'Arem-arem | region | ""Nationwide in Indonesia, but more specific to Java""', 'Indonesia | leader | Joko_Widodo', 'Indonesia | language | Indonesian_language']","['Arem-arem | País | Indonesia', 'Arem-arem | Región | En_todo_Indonesia,_pero_más_específicamente_en_Java', 'Indonesia | Líder | Joko_Widodo', 'Indonesia | Idioma | indonesio']","['Arem-arem | País | Indonesia', 'Arem-arem | Región | En_todo_Indonesia,_pero_más_específicamente_en_Java', 'Indonesia | Líder | Joko_Widodo', 'Indonesia | Idioma | indonesio']","Joko Widodo is the leader in Indonesia, where the language is Indonesian. It is also where Arem-arem is served, nationwide but more specific to Java.","Joko Widodo es el líder en Indonesia, donde el idioma es el indonesio. También es donde se sirve Arem-arem, a nivel nacional pero más específico de Java.","Joko Widodo es el líder en Indonesia, donde el idioma es el indonesio. También es donde se sirve Arem-arem, a nivel nacional pero más específico de Java.",False,train/4triples/Food.xml,train,4triples,Food,Id22,False,,,,,,es,0.9251124262809753,0.9251124262809753,True,False,False,3,0,0.0,False,False,Id2,"Arem-arem is a dish of Indonesia, but more specific to Java. Joko Widodo is the leader of Indonesia and they speak Indonesian.",25,27,1.08,True,0.9903141260147095,0.8970426321029663,0.09327149391174316,,,,,,
original__es__6837cfa6e69c,train/2triples/Artist.xml::Id120::Id1,train/2triples/Artist.xml::Id120,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Alex_Day | genre | Synthpop', 'Synthpop | stylisticOrigin | Pop_music']","['Alex_Day | Género | Synthpop', 'Synthpop | OrigenEstilístico | pop']","['Alex_Day | Género | Synthpop', 'Synthpop | OrigenEstilístico | pop']",Alex Day performs Synthpop music which is a form of pop music.,"Alex Day interpreta música Synthpop, que es una forma de música pop.","Alex Day interpreta música Synthpop, que es una forma de música pop.",False,train/2triples/Artist.xml,train,2triples,Artist,Id120,False,,,,,,es,0.6344985961914062,0.6344985961914062,False,False,False,1,0,0.0,False,False,Id2,"Alex Day uses the Synthpop genre, the stylistic origin ofwhich is pop music.",12,12,1.0,True,0.9793615937232971,0.9339936375617981,0.04536795616149902,,,,,,
original__es__984b568db1cf,train/2triples/SportsTeam.xml::Id127::Id1,train/2triples/SportsTeam.xml::Id127,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['AZAL_PFK | league | Azerbaijan_Premier_League', 'Azerbaijan_Premier_League | champions | Qarabağ_FK']","['AZAL_PFK | Liga | Liga_Premier_de_Azerbaiyán', 'Liga_Premier_de_Azerbaiyán | Campeones | FK_Qarabağ']","['AZAL_PFK | Liga | Liga_Premier_de_Azerbaiyán', 'Liga_Premier_de_Azerbaiyán | Campeones | FK_Qarabağ']",The AZAL PFK competes in The Azerbaijan Premier League where the championship is held by Qarabag FK.,"El AZAL PFK compite en la Premier League de Azerbaiyán, cuyo campeón es el Qarabag FK.","El AZAL PFK compite en la Premier League de Azerbaiyán, cuyo campeón es el Qarabag FK.",False,train/2triples/SportsTeam.xml,train,2triples,SportsTeam,Id127,False,,,,,,es,0.7925284504890442,0.7925284504890442,True,False,False,2,0,0.0,False,False,Id2,AZAL PFK play in the Azerbaijan Premier League where the champions are Qarabag FK.,17,16,0.9411764705882353,True,0.9753014445304871,0.9764376878738403,-0.0011362433433532715,,,,,,
original__es__842315c10429,train/2triples/Athlete.xml::Id168::Id1,train/2triples/Athlete.xml::Id168,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Canada | leader | Elizabeth_II', 'Aaron_Boogaard | birthPlace | Canada']","['Canadá | Líder | Isabel_II_del_Reino_Unido', 'Aaron_Boogaard | LugarDeNacimiento | Canadá']","['Canadá | Líder | Isabel_II_del_Reino_Unido', 'Aaron_Boogaard | LugarDeNacimiento | Canadá']",Canada is led by Elizabeth II and is the birthplace of Aaron Boogaard.,Canadá está presidida por Isabel II y es el país natal de Aaron Boogaard.,Canadá está presidida por Isabel II y es el país natal de Aaron Boogaard.,False,train/2triples/Athlete.xml,train,2triples,Athlete,Id168,False,,,,,,es,0.8729549646377563,0.8729549646377563,True,False,False,2,0,0.0,False,False,Id2,Aaron Boogaard was born in Canada where the leader is Elizabeth II.,13,14,1.0769230769230769,True,0.9258474111557007,0.8348633646965027,0.090984046459198,,,,,,
original__es__0f3accf1bfc9,train/1triples/Athlete_allSolutions.xml::Id105::Id3,train/1triples/Athlete_allSolutions.xml::Id105,es,Spanish,CLEAN,clean,clean,1,Id3,Id3,['Al-Wakrah_Sport_Club | position | Qatar_Stars_League'],['Club_Deportivo_Al-Wakrah | Posición | Liga_de_fútbol_de_Catar'],['Club_Deportivo_Al-Wakrah | Posición | Liga_de_fútbol_de_Catar'],Al Wakrah Sport Club play in the Qatar Stars league.,El Al Wakrah Sport Club juega en la liga Qatar Stars.,El Al Wakrah Sport Club juega en la liga Qatar Stars.,False,train/1triples/Athlete_allSolutions.xml,train,1triples,Athlete,Id105,False,,,,,,es,0.7317485213279724,0.7317485213279724,True,False,False,1,0,0.0,False,False,Id1,Al-Wakrah Sport Club position is in the Qatar Stars League.,10,11,1.1,True,0.9818827509880066,0.9559202194213867,0.025962531566619873,,,,,,
original__es__145e7836105f,train/3triples/Artist.xml::Id138::Id2,train/3triples/Artist.xml::Id138,es,Spanish,CLEAN,clean,clean,3,Id2,Id2,"['Alfredo_Zitarrosa | genre | Candombe', 'Alfredo_Zitarrosa | recordLabel | Orfeo_(Uruguayan_record_label)', 'Alfredo_Zitarrosa | background | ""solo_singer""']","['Alfredo_Zitarrosa | Género | Candombe', 'Alfredo_Zitarrosa | SelloDiscográfico | Orfeo_(sello_discográfico_uruguayo)', 'Alfredo_Zitarrosa | Fondo | cantante_solista']","['Alfredo_Zitarrosa | Género | Candombe', 'Alfredo_Zitarrosa | SelloDiscográfico | Orfeo_(sello_discográfico_uruguayo)', 'Alfredo_Zitarrosa | Fondo | cantante_solista']","Alfredo Zitarrosa, who started out as a solo singer, is with the Orfeo record label. Alfredo Zitarrosa's musical genre is Candombe.","Alfredo Zitarrosa, que empezó como cantante solista, pertenece al sello discográfico Orfeo. El género musical de Alfredo Zitarrosa es Candombe.","Alfredo Zitarrosa, que empezó como cantante solista, pertenece al sello discográfico Orfeo. El género musical de Alfredo Zitarrosa es Candombe.",False,train/3triples/Artist.xml,train,3triples,Artist,Id138,False,,,,,,es,0.9011214375495911,0.9011214375495911,True,False,False,2,0,0.0,False,False,Id1,Alfredo Zitarrosa started out as a solo singer and belongs to the Orfeo record label. The musical genre of Alfredo Zitarrosa is Candombe.,21,20,0.9523809523809523,True,0.9691416025161743,0.9755321741104126,-0.006390571594238281,,,,,,
original__es__55aa6e1b22e9,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id968::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id968,es,Spanish,CLEAN,clean,clean,1,Id2,Id2,['1147_Stavropolis | discovered | 1929-06-11'],['(1147)_Stavropolis | Descubierto | 11-06-1929'],['(1147)_Stavropolis | Descubierto | 11-06-1929'],"1147 Stavropolis is an asteroid, discovered on 11 June 1929.",1147 Stavropolis es un asteroide descubierto el 11 de junio de 1929.,1147 Stavropolis es un asteroide descubierto el 11 de junio de 1929.,False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,CelestialBody,Id968,False,,,,,,es,0.7141466736793518,0.7141466736793518,True,False,False,1,0,0.0,False,False,Id1,The asteroid 1147 Stavropolis was discovered on the 11th of June 1929.,10,12,1.2,True,0.9949891567230225,0.9729260206222534,0.022063136100769043,,,,,,
original__es__a6b60dc412f8,train/3triples/Politician.xml::Id252::Id3,train/3triples/Politician.xml::Id252,es,Spanish,CLEAN,clean,clean,3,Id3,Id3,"['United_States | ethnicGroup | Native_Americans_in_the_United_States', 'Abraham_A._Ribicoff | birthPlace | Connecticut', 'Abraham_A._Ribicoff | nationality | United_States']","['Estados_Unidos | GrupoÉtnico | pueblos_nativos_de_los_Estados_Unidos', 'Abraham_A._Ribicoff | LugarDeNacimiento | Connecticut', 'Abraham_A._Ribicoff | Nacionalidad | Estados_Unidos']","['Estados_Unidos | GrupoÉtnico | pueblos_nativos_de_los_Estados_Unidos', 'Abraham_A._Ribicoff | LugarDeNacimiento | Connecticut', 'Abraham_A._Ribicoff | Nacionalidad | Estados_Unidos']",Abraham A Ribicoff is from Connecticut which is in the United States where one of the ethnic groups are the Native Americans.,"Abraham A Ribicoff es de Connecticut, en Estados Unidos, donde uno de los grupos étnicos son los nativos americanos.","Abraham A Ribicoff es de Connecticut, en Estados Unidos, donde uno de los grupos étnicos son los nativos americanos.",False,train/3triples/Politician.xml,train,3triples,Politician,Id252,False,,,,,,es,0.9727043509483337,0.9727043509483337,True,False,False,2,0,0.0,False,False,Id1,"Native Americans are an ethnic group in the U.S, the birthplace (Connecticut) of Abraham A Ribicoff.",22,19,0.8636363636363636,True,0.9891623854637146,0.9093731045722961,0.07978928089141846,,,,,,
original__es__1505cf511dcd,train/5triples/Food.xml::Id134::Id3,train/5triples/Food.xml::Id134,es,Spanish,CLEAN,clean,clean,5,Id3,Id3,"['Bhajji | country | India', 'Bhajji | region | Karnataka', 'Bhajji | mainIngredient | ""Gram flour, vegetables""', 'Bhajji | alternativeName | ""Bhaji, bajji""', 'Bhajji | ingredient | Vegetable']","['Bhajji | País | India', 'Bhajji | Región | Karnataka', 'Bhajji | IngredientePrincipal | Harina_de_gramo,_verduras', 'Bhajji | NombreAlternativo | Bhaji,_bajji', 'Bhajji | Ingrediente | verdura']","['Bhajji | País | India', 'Bhajji | Región | Karnataka', 'Bhajji | IngredientePrincipal | Harina_de_gramo,_verduras', 'Bhajji | NombreAlternativo | Bhaji,_bajji', 'Bhajji | Ingrediente | verdura']","Bhajji (Bhaji), or bajji, contains vegetables and gram flour; it originates from the Karnataka region of India.","El Bhajji (Bhaji), o bajji, contiene verdura y harina de gramo; es originario de la región India de Karnataka.","El Bhajji (Bhaji), o bajji, contiene verdura y harina de gramo; es originario de la región India de Karnataka.",False,train/5triples/Food.xml,train,5triples,Food,Id134,False,,,,,,es,0.8671653270721436,0.8671653270721436,True,False,False,2,0,0.0,False,False,Id1,"Bhajji is also known as Bhaji or bajji, originates from the Karnataka region of India. It is usually made up of vegetables and gram flour.",17,19,1.1176470588235294,True,0.9699825644493103,0.9295122623443604,0.04047030210494995,,,,,,
original__es__265ef86cfdf2,train/2triples/WrittenWork.xml::Id130::Id1,train/2triples/WrittenWork.xml::Id130,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Acta_Mathematica_Hungarica | abbreviation | ""Acta Math. Hungar.""', 'Acta_Mathematica_Hungarica | academicDiscipline | Mathematics']","['Acta_Mathematica_Hungarica | Abreviatura | Acta_Math._Hungar.', 'Acta_Mathematica_Hungarica | DisciplinaAcadémica | matemáticas']","['Acta_Mathematica_Hungarica | Abreviatura | Acta_Math._Hungar.', 'Acta_Mathematica_Hungarica | DisciplinaAcadémica | matemáticas']","Acta Mathematica Hungarica has the abbreviation of ""Acta Math. Hungar."" and comes under the discipline of Math.","Acta Mathematica Hungarica es la abreviatura de ""Acta Math. Hungar."" y pertenece a la disciplina de Math.","Acta Mathematica Hungarica es la abreviatura de ""Acta Math. Hungar."" y pertenece a la disciplina de Math.",False,train/2triples/WrittenWork.xml,train,2triples,WrittenWork,Id130,False,,,,,,es,0.6845540404319763,0.6845540404319763,False,False,False,2,0,0.0,False,False,Id2,The abbreviation of Acta Mathematica Hungarica is Acta Math. Hungar and covers the academic discipline of Mathematics.,17,17,1.0,True,0.9550209045410156,0.875746488571167,0.07927441596984863,,,,,,
original__es__78f245a2ef58,train/2triples/ComicsCharacter.xml::Id12::Id1,train/2triples/ComicsCharacter.xml::Id12,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Asterix_(comicsCharacter) | creator | René_Goscinny', 'René_Goscinny | nationality | French_people']","['Astérix_(personaje_de_cómic) | Creador | René_Goscinny', 'René_Goscinny | Nacionalidad | franceses']","['Astérix_(personaje_de_cómic) | Creador | René_Goscinny', 'René_Goscinny | Nacionalidad | franceses']","The creator of Asterix, a comics character, is René Goscinny, who is French.","El creador de Astérix, personaje de cómic, es el francés René Goscinny.","El creador de Astérix, personaje de cómic, es el francés René Goscinny.",False,train/2triples/ComicsCharacter.xml,train,2triples,ComicsCharacter,Id12,False,,,,,,es,0.7729525566101074,0.7729525566101074,True,False,False,1,0,0.0,False,False,Id2,"Asterix was created by Rene Goscinny, who is a frenchman.",13,12,0.9230769230769231,True,0.9595738649368286,0.8814862370491028,0.07808762788772583,,,,,,
original__es__3df9023d35a0,train/2triples/Airport.xml::Id49::Id1,train/2triples/Airport.xml::Id49,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Agra_Airport | location | Uttar_Pradesh', 'Uttar_Pradesh | isPartOf | Bundelkhand']","['Aeropuerto_de_Agra | Ubicación | Uttar_Pradesh', 'Uttar_Pradesh | FormaParteDe | Bundelkhand']","['Aeropuerto_de_Agra | Ubicación | Uttar_Pradesh', 'Uttar_Pradesh | FormaParteDe | Bundelkhand']",Agra Airport is in Uttar Pradesh which is part of Bundelkhand.,"El aeropuerto de Agra se encuentra en Uttar Pradesh, que forma parte de Bundelkhand.","El aeropuerto de Agra se encuentra en Uttar Pradesh, que forma parte de Bundelkhand.",False,train/2triples/Airport.xml,train,2triples,Airport,Id49,False,,,,,,es,0.9447769522666931,0.9447769522666931,True,False,False,2,0,0.0,False,False,Id2,Agra Airport is located in Uttar Pradesh which is part of Bundelkhand.,11,14,1.2727272727272727,True,0.9932607412338257,0.9933532476425171,-9.250640869140625e-05,,,,,,
original__es__8aabe07d97f0,train/3triples/Athlete.xml::Id164::Id1,train/3triples/Athlete.xml::Id164,es,Spanish,CLEAN,clean,clean,3,Id1,Id1,"['Alessio_Romagnoli | club | Italy_national_under-17_football_team', 'Italy_national_under-17_football_team | coach | Alessandro_Dal_Canto', 'Alessio_Romagnoli | club | Italy_national_under-19_football_team']","['Alessio_Romagnoli | Club | selección_de_fútbol_sub-17_de_Italia', 'selección_de_fútbol_sub-17_de_Italia | Entrenador | Alessandro_Dal_Canto', 'Alessio_Romagnoli | Club | selección_de_fútbol_sub-19_de_Italia']","['Alessio_Romagnoli | Club | selección_de_fútbol_sub-17_de_Italia', 'selección_de_fútbol_sub-17_de_Italia | Entrenador | Alessandro_Dal_Canto', 'Alessio_Romagnoli | Club | selección_de_fútbol_sub-19_de_Italia']","Alessio Romagnoli plays for the Italy national under-17 football team, which is coached by, Alessandro Dal Canto. Alessio Romagnoli's club is the Italy national under 19 football team.","Alessio Romagnoli juega en la selección italiana de fútbol sub-17, entrenada por Alessandro Dal Canto. El club de Alessio Romagnoli es la selección italiana de fútbol sub-19.","Alessio Romagnoli juega en la selección italiana de fútbol sub-17, entrenada por Alessandro Dal Canto. El club de Alessio Romagnoli es la selección italiana de fútbol sub-19.",False,train/3triples/Athlete.xml,train,3triples,Athlete,Id164,False,,,,,,es,0.9066285490989685,0.9066285490989685,True,False,False,3,0,0.0,False,False,Id2,"Alessio Romagnoli is in the club Italy national under 17's coached by Alessandro Dal Canto, and has also played for the Italian national under-19 football team.",28,27,0.9642857142857143,True,0.9620542526245117,0.9254963397979736,0.036557912826538086,,,,,,
original__es__259bfb343d62,train/3triples/Food.xml::Id301::Id1,train/3triples/Food.xml::Id301,es,Spanish,CLEAN,clean,clean,3,Id1,Id1,"['Singapore | leader | Tony_Tan', 'Beef_kway_teow | country | Singapore', 'Singapore | leader | Halimah_Yacob']","['Singapur | Líder | Tony_Tan_Keng_Yam', 'Carne_kway_teow | País | Singapur', 'Singapur | Líder | Halimah_Yacob']","['Singapur | Líder | Tony_Tan_Keng_Yam', 'Carne_kway_teow | País | Singapur', 'Singapur | Líder | Halimah_Yacob']","Beef kway teow is a popular dish in Singapore, where Tony Tan and Halimah Yacob are leaders.","El Beef kway teow es un plato popular en Singapur, donde Tony Tan y Halimah Yacob son líderes.","El Beef kway teow es un plato popular en Singapur, donde Tony Tan y Halimah Yacob son líderes.",False,train/3triples/Food.xml,train,3triples,Food,Id301,False,,,,,,es,0.8035915493965149,0.8035915493965149,True,False,False,2,0,0.0,False,False,Id2,Tony Tan and Halimah Yacob are leaders in Singapore where beef kway teow is a popular dish.,17,18,1.0588235294117647,True,0.9905023574829102,0.9780408143997192,0.012461543083190918,,,,,,
original__es__0520ff7cf4f7,train/5triples/Food.xml::Id14::Id3,train/5triples/Food.xml::Id14,es,Spanish,CLEAN,clean,clean,5,Id3,Id3,"['Arem-arem | country | Indonesia', 'Arem-arem | region | ""Nationwide in Indonesia, but more specific to Java""', 'Indonesia | leader | Joko_Widodo', 'Indonesia | currency | Indonesian_rupiah', 'Indonesia | language | Indonesian_language']","['Arem-arem | País | Indonesia', 'Arem-arem | Región | En_todo_Indonesia,_pero_más_específicamente_en_Java', 'Indonesia | Líder | Joko_Widodo', 'Indonesia | Divisa | rupia_indonesia', 'Indonesia | Idioma | indonesio']","['Arem-arem | País | Indonesia', 'Arem-arem | Región | En_todo_Indonesia,_pero_más_específicamente_en_Java', 'Indonesia | Líder | Joko_Widodo', 'Indonesia | Divisa | rupia_indonesia', 'Indonesia | Idioma | indonesio']","Arem-arem, is predominant in Indonesia's Java. Indonesia is led by Joko Widodo, hails the currency rupiah and the Indonesian language is spoken.","Arem-arem, predomina en la Indonesia Java. Indonesia está dirigida por Joko Widodo, tiene la rupia como moneda y se habla el indonesio.","Arem-arem, predomina en la Indonesia Java. Indonesia está dirigida por Joko Widodo, tiene la rupia como moneda y se habla el indonesio.",False,train/5triples/Food.xml,train,5triples,Food,Id14,False,,,,,,es,0.9288656711578369,0.9288656711578369,True,False,False,3,0,0.0,False,False,Id1,"The dish Arem arem originates from Indonesia, more specifically Java. Indonesia's leader's name is Joko Widodo. and the currency is the rupiah. The language is Indonesian.",22,22,1.0,True,0.9679043292999268,0.8643794059753418,0.10352492332458496,,,,,,
original__es__f0cf6283c7fd,train/2triples/City.xml::Id150::Id3,train/2triples/City.xml::Id150,es,Spanish,CLEAN,clean,clean,2,Id3,Id3,"['Texas | capital | Austin,_Texas', 'Arlington,_Texas | isPartOf | Texas']","['Texas | Capital | Austin,_Texas', 'Arlington,_Texas | FormaParteDe | Texas']","['Texas | Capital | Austin,_Texas', 'Arlington,_Texas | FormaParteDe | Texas']",Austin is the capital city of Texas and Arlington is part of the state too.,Austin es la capital de Texas y Arlington también forma parte del estado.,Austin es la capital de Texas y Arlington también forma parte del estado.,False,train/2triples/City.xml,train,2triples,City,Id150,False,,,,,,es,0.9407472014427185,0.9407472014427185,True,False,False,1,0,0.0,False,False,Id1,"Arlington is part of Texas, the capital of which is Austin.",15,13,0.8666666666666667,True,0.9911541938781738,0.9746298789978027,0.016524314880371094,,,,,,
original__es__0a78dba68bfe,train/2triples/SportsTeam.xml::Id65::Id3,train/2triples/SportsTeam.xml::Id65,es,Spanish,CLEAN,clean,clean,2,Id3,Id3,"['A.F.C._Blackpool | manager | Stuart_Parker_(footballer)', 'Stuart_Parker_(footballer) | club | Chesterfield_F.C.']","['A.F.C._Blackpool | Director | Stuart_Parker_(futbolista)', 'Stuart_Parker_(futbolista) | Club | Chesterfield_Football_Club']","['A.F.C._Blackpool | Director | Stuart_Parker_(futbolista)', 'Stuart_Parker_(futbolista) | Club | Chesterfield_Football_Club']","The manager of A.F.C. Blackpool is Stuart Parker, who is a member of the Chesterfield F.C.","El entrenador del A.F.C. Blackpool es Stuart Parker, que pertenece al Chesterfield F.C.","El entrenador del A.F.C. Blackpool es Stuart Parker, que pertenece al Chesterfield F.C.",False,train/2triples/SportsTeam.xml,train,2triples,SportsTeam,Id65,False,,,,,,es,0.7315433621406555,0.7315433621406555,True,False,False,1,0,0.0,False,False,Id1,The footballer Stuart Parker is attached to Chesterfield football club and has been manager at AFC Blackpool.,16,13,0.8125,True,0.945794939994812,0.8336843252182007,0.11211061477661133,,,,,,
original__es__51913cd7e941,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id417::Id1,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id417,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Expect_a_Miracle | genre | Instrumental_music', 'Expect_a_Miracle | genre | Easy_listening']","['Espere_un_milagro | Género | Música_instrumental', 'Espere_un_milagro | Género | música_ligera']","['Espere_un_milagro | Género | Música_instrumental', 'Espere_un_milagro | Género | música_ligera']",The album Expect a miracle is of the easy instrumental Listening music genre.,El álbum Expect a miracle pertenece al género de música fácil instrumental Listening.,El álbum Expect a miracle pertenece al género de música fácil instrumental Listening.,False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id417,False,,,,,,es,0.7981371879577637,0.7981371879577637,True,False,False,1,0,0.0,False,False,Id2,The album Expect a Miracle fits into the genres of instrumental as well as easy listening music.,13,13,1.0,True,0.9835364818572998,0.9552668333053589,0.028269648551940918,,,,,,
original__es__df898027c949,train/4triples/WrittenWork.xml::Id6::Id3,train/4triples/WrittenWork.xml::Id6,es,Spanish,CLEAN,clean,clean,4,Id3,Id3,"['1634:_The_Bavarian_Crisis | author | Eric_Flint', '1634:_The_Bavarian_Crisis | precededBy | 1634:_The_Baltic_War', 'Eric_Flint | birthPlace | Burbank,_California', '1634:_The_Bavarian_Crisis | precededBy | ""DeMarce short stories in the The Grantville Gazettes""']","['1634:_La_crisis_bávara | Autor | Eric_Flint', '1634:_La_crisis_bávara | PrecedidoPor | 1634:_Guerra_del_Báltico', 'Eric_Flint | LugarDeNacimiento | Burbank', '1634:_La_crisis_bávara | PrecedidoPor | Relatos_cortos_de_DeMarce_en_The_Grantville_Gazettes']","['1634:_La_crisis_bávara | Autor | Eric_Flint', '1634:_La_crisis_bávara | PrecedidoPor | 1634:_Guerra_del_Báltico', 'Eric_Flint | LugarDeNacimiento | Burbank', '1634:_La_crisis_bávara | PrecedidoPor | Relatos_cortos_de_DeMarce_en_The_Grantville_Gazettes']","Eric Flint was born in Burbank, California and is the author of 1634: The Bavarian Crisis which was preceded by 1634: The Baltic War and the DeMarce short stories in the Grantville Gazettes.","Eric Flint nació en Burbank, California, y es autor de 1634: The Bavarian Crisis, que fue precedido por 1634: The Baltic War y los relatos cortos de DeMarce en las Grantville Gazettes.","Eric Flint nació en Burbank, California, y es autor de 1634: The Bavarian Crisis, que fue precedido por 1634: The Baltic War y los relatos cortos de DeMarce en las Grantville Gazettes.",False,train/4triples/WrittenWork.xml,train,4triples,WrittenWork,Id6,False,,,,,,es,0.8837215304374695,0.8837215304374695,True,False,False,4,0,0.0,False,False,Id1,"1634: The Bavarian Crisis, written by Eric Flint born in Burbank California, was preceded by 1634: The Baltic War and DeMarce short stories in the Grantville Gazettes.",33,32,0.9696969696969697,True,0.9908871650695801,0.9157038927078247,0.07518327236175537,,,,,,
original__es__a77ede2d9a1d,train/1triples/WrittenWork_allSolutions.xml::Id30::Id2,train/1triples/WrittenWork_allSolutions.xml::Id30,es,Spanish,CLEAN,clean,clean,1,Id2,Id2,['A.T._Charlie_Johnson | residence | United_States'],['A.T._Charlie_Johnson | Residencia | Estados_Unidos'],['A.T._Charlie_Johnson | Residencia | Estados_Unidos'],The United States is the residence of A T Charlie Johnson.,Estados Unidos es la residencia de A T Charlie Johnson.,Estados Unidos es la residencia de A T Charlie Johnson.,False,train/1triples/WrittenWork_allSolutions.xml,train,1triples,WrittenWork,Id30,False,,,,,,es,0.8958466053009033,0.8958466053009033,True,False,False,1,0,0.0,False,False,Id1,A.T. Charlie Johnson resides in the United States.,11,10,0.9090909090909091,True,0.9842901229858398,0.8953280448913574,0.08896207809448242,,,,,,
original__es__47c60972a10a,train/3triples/Politician.xml::Id226::Id3,train/3triples/Politician.xml::Id226,es,Spanish,CLEAN,clean,clean,3,Id3,Id3,"['Austria | leader | Doris_Bures', 'Alfons_Gorbach | deathPlace | Styria', 'Alfons_Gorbach | birthPlace | Austria']","['Austria | Líder | Doris_Bures', 'Alfons_Gorbach | LugarDeLaMuerte | Estiria', 'Alfons_Gorbach | LugarDeNacimiento | Austria']","['Austria | Líder | Doris_Bures', 'Alfons_Gorbach | LugarDeLaMuerte | Estiria', 'Alfons_Gorbach | LugarDeNacimiento | Austria']","Alfons Gorbach, who was born in Austria where the leader is Doris Bures, later died in Styria.","Alfons Gorbach, que nació en Austria, donde la líder es Doris Bures, murió más tarde en Estiria.","Alfons Gorbach, que nació en Austria, donde la líder es Doris Bures, murió más tarde en Estiria.",False,train/3triples/Politician.xml,train,3triples,Politician,Id226,False,,,,,,es,0.9062910079956055,0.9062910079956055,True,False,False,2,0,0.0,False,False,Id1,"Alfons Gorbach was born in Austria which is led by Doris Bures, and later died in Styria.",17,17,1.0,True,0.941119909286499,0.9272769093513489,0.013842999935150146,,,,,,
