language,language_label,component_type,source_normalized,source_example,minimum_occurrences,occurrences,target_form_count,dominant_target_form,dominant_target_count,dominant_mapping_rate,mapping_review_signal,target_forms
es,Spanish,entity_or_value,church of england,Church_of_England,2,12,1,iglesia de inglaterra,12,1.0,False,"{""iglesia de inglaterra"": 12}"
es,Spanish,entity_or_value,ciro pérez,Ciro_Pérez,2,6,1,ciro pérez,6,1.0,False,"{""ciro pérez"": 6}"
es,Spanish,entity_or_value,cities of the philippines,Cities_of_the_Philippines,2,2,1,ciudad de filipinas,2,1.0,False,"{""ciudad de filipinas"": 2}"
es,Spanish,entity_or_value,citrus,Citrus,2,6,1,citrus,6,1.0,False,"{""citrus"": 6}"
es,Spanish,entity_or_value,city,City,2,18,1,ciudad,18,1.0,False,"{""ciudad"": 18}"
es,Spanish,entity_or_value,city administrator,"""City Administrator""",2,4,1,administrador municipal,4,1.0,False,"{""administrador municipal"": 4}"
es,Spanish,entity_or_value,city council,"""City Council""",2,2,1,ayuntamiento,2,1.0,False,"{""ayuntamiento"": 2}"
es,Spanish,entity_or_value,city manager,"""City Manager""",2,21,1,administrador municipal,21,1.0,False,"{""administrador municipal"": 21}"
es,Spanish,entity_or_value,city of brussels,City_of_Brussels,2,3,1,ciudad de bruselas,3,1.0,False,"{""ciudad de bruselas"": 3}"
es,Spanish,entity_or_value,ciudad ayala,Ciudad_Ayala,2,235,1,ciudad ayala,235,1.0,False,"{""ciudad ayala"": 235}"
es,Spanish,entity_or_value,civil aviation authority of new zealand,Civil_Aviation_Authority_of_New_Zealand,2,11,1,autoridad de aviación civil de nueva zelanda,11,1.0,False,"{""autoridad de aviación civil de nueva zelanda"": 11}"
es,Spanish,entity_or_value,clarinet,Clarinet,2,4,1,clarinete,4,1.0,False,"{""clarinete"": 4}"
es,Spanish,entity_or_value,claude bartolone,Claude_Bartolone,2,15,1,claude bartolone,15,1.0,False,"{""claude bartolone"": 15}"
es,Spanish,entity_or_value,"clayton, winnebago county, wisconsin","Clayton,_Winnebago_County,_Wisconsin",2,6,1,"clayton (condado de winnebago, wisconsin)",6,1.0,False,"{""clayton (condado de winnebago, wisconsin)"": 6}"
es,Spanish,entity_or_value,clerk (municipal official),Clerk_(municipal_official),2,4,1,secretario (funcionario municipal),4,1.0,False,"{""secretario (funcionario municipal)"": 4}"
es,Spanish,entity_or_value,cleveland,Cleveland,2,145,1,cleveland,145,1.0,False,"{""cleveland"": 145}"
es,Spanish,entity_or_value,cleveland city council,Cleveland_City_Council,2,11,1,ayuntamiento de cleveland,11,1.0,False,"{""ayuntamiento de cleveland"": 11}"
es,Spanish,entity_or_value,"cleveland, ohio 44114","""Cleveland, Ohio 44114""",2,4,1,"cleveland, ohio 44114",4,1.0,False,"{""cleveland, ohio 44114"": 4}"
es,Spanish,entity_or_value,club sandwich,Club_sandwich,2,24,1,club sandwich,24,1.0,False,"{""club sandwich"": 24}"
es,Spanish,entity_or_value,clyde f.c.,Clyde_F.C.,2,32,1,clyde f.c.,32,1.0,False,"{""clyde f.c."": 32}"
es,Spanish,entity_or_value,coatbridge,Coatbridge,2,3,1,coatbridge,3,1.0,False,"{""coatbridge"": 3}"
es,Spanish,entity_or_value,coconut milk,Coconut_milk,2,18,1,leche de coco,18,1.0,False,"{""leche de coco"": 18}"
es,Spanish,entity_or_value,colin powell,Colin_Powell,2,6,1,colin powell,6,1.0,False,"{""colin powell"": 6}"
es,Spanish,entity_or_value,college of william & mary,College_of_William_&_Mary,2,58,1,the college of william and mary,58,1.0,False,"{""the college of william and mary"": 58}"
es,Spanish,entity_or_value,"collin county, texas","Collin_County,_Texas",2,5,1,"condado de collin, texas",5,1.0,False,"{""condado de collin, texas"": 5}"
es,Spanish,entity_or_value,colmore row,Colmore_Row,2,10,1,colmore row,10,1.0,False,"{""colmore row"": 10}"
es,Spanish,entity_or_value,"colmore row, birmingham, england","""Colmore Row, Birmingham, England""",2,11,1,"colmore row, birmingham, inglaterra",11,1.0,False,"{""colmore row, birmingham, inglaterra"": 11}"
es,Spanish,entity_or_value,colombia,Colombia,2,13,1,colombia,13,1.0,False,"{""colombia"": 13}"
es,Spanish,entity_or_value,colombian cuisine,Colombian_cuisine,2,52,1,gastronomía de colombia,52,1.0,False,"{""gastronomía de colombia"": 52}"
es,Spanish,entity_or_value,coloured,Coloured,2,10,1,coloured,10,1.0,False,"{""coloured"": 10}"
es,Spanish,entity_or_value,columbia records,Columbia_Records,2,14,1,columbia records,14,1.0,False,"{""columbia records"": 14}"
es,Spanish,entity_or_value,columbus blue jackets,Columbus_Blue_Jackets,2,28,1,columbus blue jackets,28,1.0,False,"{""columbus blue jackets"": 28}"
es,Spanish,entity_or_value,"columbus, ohio","Columbus,_Ohio",2,9,1,"columbus, ohio",9,1.0,False,"{""columbus, ohio"": 9}"
es,Spanish,entity_or_value,colwyn bay f.c.,Colwyn_Bay_F.C.,2,5,1,colwyn bay f.c.,5,1.0,False,"{""colwyn bay f.c."": 5}"
es,Spanish,entity_or_value,commelinids,Commelinids,2,20,1,commelinidae,20,1.0,False,"{""commelinidae"": 20}"
es,Spanish,entity_or_value,community of madrid,Community_of_Madrid,2,33,1,comunidad de madrid,33,1.0,False,"{""comunidad de madrid"": 33}"
es,Spanish,entity_or_value,compilation album,Compilation_Album,2,10,1,álbum recopilatorio,10,1.0,False,"{""álbum recopilatorio"": 10}"
es,Spanish,entity_or_value,compressed rice cooked in banana leaf with vegetables or minced meat fillings,"""compressed rice cooked in banana leaf with vegetables or minced meat fillings""",2,16,1,arroz comprimido cocido en hoja de plátano con relleno de verduras o carne picada,16,1.0,False,"{""arroz comprimido cocido en hoja de plátano con relleno de verduras o carne picada"": 16}"
es,Spanish,entity_or_value,computer science,Computer_science,2,7,1,ciencias de la computación,7,1.0,False,"{""ciencias de la computación"": 7}"
es,Spanish,entity_or_value,concert and events venue,"""Concert and events venue""",2,8,1,sala de conciertos y eventos,8,1.0,False,"{""sala de conciertos y eventos"": 8}"
es,Spanish,entity_or_value,concrete,Concrete,2,11,1,concreto,11,1.0,False,"{""concreto"": 11}"
es,Spanish,entity_or_value,condensed milk,Condensed_milk,2,11,1,leche condensada,11,1.0,False,"{""leche condensada"": 11}"
es,Spanish,entity_or_value,condiment,Condiment,2,10,1,condimento,10,1.0,False,"{""condimento"": 10}"
es,Spanish,entity_or_value,congress poland,Congress_Poland,2,5,1,zarato de polonia (1815-1915),5,1.0,False,"{""zarato de polonia (1815-1915)"": 5}"
es,Spanish,entity_or_value,connecticut,Connecticut,2,40,1,connecticut,40,1.0,False,"{""connecticut"": 40}"
es,Spanish,entity_or_value,connecticut huskies,Connecticut_Huskies,2,5,1,huskies de connecticut,5,1.0,False,"{""huskies de connecticut"": 5}"
es,Spanish,entity_or_value,connecticut's 4th congressional district,Connecticut's_4th_congressional_district,2,3,1,4.o distrito congresional de connecticut,3,1.0,False,"{""4.o distrito congresional de connecticut"": 3}"
es,Spanish,entity_or_value,conservative party (uk),Conservative_Party_(UK),2,25,1,partido conservador,25,1.0,False,"{""partido conservador"": 25}"
es,Spanish,entity_or_value,"contra costa county, california","Contra_Costa_County,_California",2,43,1,"condado de contra costa, california",43,1.0,False,"{""condado de contra costa, california"": 43}"
es,Spanish,entity_or_value,contributing property,Contributing_property,2,87,1,propiedad contribuidora,87,1.0,False,"{""propiedad contribuidora"": 87}"
es,Spanish,entity_or_value,convertible,Convertible,2,4,1,descapotable,4,1.0,False,"{""descapotable"": 4}"
es,Spanish,entity_or_value,"cook county, illinois","Cook_County,_Illinois",2,7,1,condado de cook,7,1.0,False,"{""condado de cook"": 7}"
es,Spanish,entity_or_value,cookie,Cookie,2,28,1,galleta,28,1.0,False,"{""galleta"": 28}"
es,Spanish,entity_or_value,cooking plantain,Cooking_plantain,2,3,1,cocinar plátanos,3,1.0,False,"{""cocinar plátanos"": 3}"
es,Spanish,entity_or_value,copenhagen,Copenhagen,2,13,1,copenhague,13,1.0,False,"{""copenhague"": 13}"
es,Spanish,entity_or_value,coritiba foot ball club,Coritiba_Foot_Ball_Club,2,13,1,coritiba foot ball club,13,1.0,False,"{""coritiba foot ball club"": 13}"
es,Spanish,entity_or_value,cornell big red,Cornell_Big_Red,2,7,1,cornell big red,7,1.0,False,"{""cornell big red"": 7}"
es,Spanish,entity_or_value,cornell university,Cornell_University,2,93,1,universidad cornell,93,1.0,False,"{""universidad cornell"": 93}"
es,Spanish,entity_or_value,cornish language,Cornish_language,2,14,1,córnico,14,1.0,False,"{""córnico"": 14}"
es,Spanish,entity_or_value,"corvallis, oregon","Corvallis,_Oregon",2,2,1,corvallis,2,1.0,False,"{""corvallis"": 2}"
es,Spanish,entity_or_value,cosmetics,Cosmetics,2,11,1,cosméticos,11,1.0,False,"{""cosméticos"": 11}"
es,Spanish,entity_or_value,costa crociere,Costa_Crociere,2,39,1,costa crociere,39,1.0,False,"{""costa crociere"": 39}"
es,Spanish,entity_or_value,cottage cheese,Cottage_cheese,2,10,1,requesón,10,1.0,False,"{""requesón"": 10}"
es,Spanish,entity_or_value,council-manager government,Council-manager_government,2,18,1,gobierno consejo-gerente,18,1.0,False,"{""gobierno consejo-gerente"": 18}"
es,Spanish,entity_or_value,country music,Country_music,2,57,1,música country,57,1.0,False,"{""música country"": 57}"
es,Spanish,entity_or_value,county limerick,County_Limerick,2,15,1,condado de limerick,15,1.0,False,"{""condado de limerick"": 15}"
es,Spanish,entity_or_value,county manager,"""County Manager""",2,3,1,county manager,3,1.0,False,"{""county manager"": 3}"
es,Spanish,entity_or_value,county of tyrol,County_of_Tyrol,2,10,1,condado de tirol,10,1.0,False,"{""condado de tirol"": 10}"
es,Spanish,entity_or_value,coupe,Coupe,2,9,1,cupé,9,1.0,False,"{""cupé"": 9}"
es,Spanish,entity_or_value,coupé,Coupé,2,17,1,coupé,17,1.0,False,"{""coupé"": 17}"
es,Spanish,entity_or_value,courcouronnes,Courcouronnes,2,7,1,courcouronnes,7,1.0,False,"{""courcouronnes"": 7}"
es,Spanish,entity_or_value,coventry,Coventry,2,9,1,coventry,9,1.0,False,"{""coventry"": 9}"
es,Spanish,entity_or_value,"covington, indiana","Covington,_Indiana",2,7,1,"covington, indiana",7,1.0,False,"{""covington, indiana"": 7}"
es,Spanish,entity_or_value,crbl,CRBL,2,4,1,crbl,4,1.0,False,"{""crbl"": 4}"
es,Spanish,entity_or_value,crewe alexandra f.c.,Crewe_Alexandra_F.C.,2,16,1,crewe alexandra football club,16,1.0,False,"{""crewe alexandra football club"": 16}"
es,Spanish,entity_or_value,cross of independence,Cross_of_Independence,2,7,1,cruz y medalla independencia,7,1.0,False,"{""cruz y medalla independencia"": 7}"
es,Spanish,entity_or_value,cross of valour (poland),Cross_of_Valour_(Poland),2,10,1,cruz del valor (polonia),10,1.0,False,"{""cruz del valor (polonia)"": 10}"
es,Spanish,entity_or_value,crucial blast,Crucial_Blast,2,14,1,crucial blast,14,1.0,False,"{""crucial blast"": 14}"
es,Spanish,entity_or_value,cruise ship,Cruise_ship,2,5,1,crucero,5,1.0,False,"{""crucero"": 5}"
es,Spanish,entity_or_value,críona ní dhálaigh,Críona_Ní_Dhálaigh,2,7,1,críona ní dhálaigh,7,1.0,False,"{""críona ní dhálaigh"": 7}"
es,Spanish,entity_or_value,cubanelle,Cubanelle,2,6,1,capsicum annuum ‘cubanelle’,6,1.0,False,"{""capsicum annuum ‘cubanelle’"": 6}"
es,Spanish,entity_or_value,cuernavaca,Cuernavaca,2,2,1,cuernavaca,2,1.0,False,"{""cuernavaca"": 2}"
es,Spanish,entity_or_value,"cumberland county, pennsylvania","Cumberland_County,_Pennsylvania",2,53,1,"condado de cumberland, pennsylvania",53,1.0,False,"{""condado de cumberland, pennsylvania"": 53}"
es,Spanish,entity_or_value,curitiba,Curitiba,2,44,1,curitiba,44,1.0,False,"{""curitiba"": 44}"
es,Spanish,entity_or_value,cuttlefish,Cuttlefish,2,7,1,sepia,7,1.0,False,"{""sepia"": 7}"
es,Spanish,entity_or_value,"cuyahoga county, ohio","Cuyahoga_County,_Ohio",2,17,1,"condado de cuyahoga, ohio",17,1.0,False,"{""condado de cuyahoga, ohio"": 17}"
es,Spanish,entity_or_value,cyril bruce,Cyril_Bruce,2,14,1,cyril bruce,14,1.0,False,"{""cyril bruce"": 14}"
es,Spanish,entity_or_value,cyril frankel,Cyril_Frankel,2,27,1,cyril frankel,27,1.0,False,"{""cyril frankel"": 27}"
es,Spanish,entity_or_value,cyril ramaphosa,Cyril_Ramaphosa,2,18,1,cyril ramaphosa,18,1.0,False,"{""cyril ramaphosa"": 18}"
es,Spanish,entity_or_value,"cyrus vance, jr.","Cyrus_Vance,_Jr.",2,6,1,"cyrus vance, jr.",6,1.0,False,"{""cyrus vance, jr."": 6}"
es,Spanish,entity_or_value,câmpia turzii,Câmpia_Turzii,2,8,1,câmpia turzii,8,1.0,False,"{""câmpia turzii"": 8}"
es,Spanish,entity_or_value,dale tallon,Dale_Tallon,2,3,1,dale tallon,3,1.0,False,"{""dale tallon"": 3}"
es,Spanish,entity_or_value,"dale, wisconsin","Dale,_Wisconsin",2,9,1,"dale, wisconsin",9,1.0,False,"{""dale, wisconsin"": 9}"
es,Spanish,entity_or_value,dallas,Dallas,2,94,1,dallas,94,1.0,False,"{""dallas"": 94}"
es,Spanish,entity_or_value,"damon wayans, jr.","Damon_Wayans,_Jr.",2,4,1,"damon wayans, jr.",4,1.0,False,"{""damon wayans, jr."": 4}"
es,Spanish,entity_or_value,dan horrigan,Dan_Horrigan,2,8,1,dan horrigan,8,1.0,False,"{""dan horrigan"": 8}"
es,Spanish,entity_or_value,dan mishkin,Dan_Mishkin,2,10,1,dan mishkin,10,1.0,False,"{""dan mishkin"": 10}"
es,Spanish,entity_or_value,dan quinn (american football),Dan_Quinn_(American_football),2,2,1,dan quinn (fútbol americano),2,1.0,False,"{""dan quinn (fútbol americano)"": 2}"
es,Spanish,entity_or_value,dance-pop,Dance-pop,2,11,1,dance pop,11,1.0,False,"{""dance pop"": 11}"
es,Spanish,entity_or_value,dane whitman,"""Dane Whitman""",2,4,1,dane whitman,4,1.0,False,"{""dane whitman"": 4}"
es,Spanish,entity_or_value,dane whitman black knight (comicscharacter),Dane_Whitman_Black_Knight_(comicsCharacter),2,15,1,dane whitman caballero negro (personaje de cómic),15,1.0,False,"{""dane whitman caballero negro (personaje de cómic)"": 15}"
es,Spanish,entity_or_value,daniel gould fowle,Daniel_Gould_Fowle,2,7,1,daniel gould fowle,7,1.0,False,"{""daniel gould fowle"": 7}"
es,Spanish,entity_or_value,daniel martínez (politician),Daniel_Martínez_(politician),2,15,1,daniel martínez (político),15,1.0,False,"{""daniel martínez (político)"": 15}"
es,Spanish,entity_or_value,daniel webster,Daniel_Webster,2,8,1,daniel webster,8,1.0,False,"{""daniel webster"": 8}"
es,Spanish,entity_or_value,daniele zoratto,Daniele_Zoratto,2,5,1,daniele zoratto,5,1.0,False,"{""daniele zoratto"": 5}"
es,Spanish,entity_or_value,danielle harris,Danielle_Harris,2,2,1,danielle harris,2,1.0,False,"{""danielle harris"": 2}"
es,Spanish,entity_or_value,danish language,Danish_language,2,5,1,danés,5,1.0,False,"{""danés"": 5}"
es,Spanish,entity_or_value,"darien, connecticut","Darien,_Connecticut",2,10,1,"darien, connecticut",10,1.0,False,"{""darien, connecticut"": 10}"
es,Spanish,entity_or_value,darinka dentcheva,Darinka_Dentcheva,2,114,1,darinka dentcheva,114,1.0,False,"{""darinka dentcheva"": 114}"
es,Spanish,entity_or_value,darlington,Darlington,2,31,1,darlington,31,1.0,False,"{""darlington"": 31}"
es,Spanish,entity_or_value,dave challinor,Dave_Challinor,2,25,1,dave challinor,25,1.0,False,"{""dave challinor"": 25}"
es,Spanish,entity_or_value,dave laughlin,Dave_Laughlin,2,2,1,dave laughlin,2,1.0,False,"{""dave laughlin"": 2}"
es,Spanish,entity_or_value,david cameron,David_Cameron,2,20,1,david cameron,20,1.0,False,"{""david cameron"": 20}"
es,Spanish,entity_or_value,"david sainsbury, baron sainsbury of turville","David_Sainsbury,_Baron_Sainsbury_of_Turville",2,4,1,"david sainsbury, baron sainsbury of turville",4,1.0,False,"{""david sainsbury, baron sainsbury of turville"": 4}"
es,Spanish,entity_or_value,david scott,David_Scott,2,24,1,david scott,24,1.0,False,"{""david scott"": 24}"
es,Spanish,entity_or_value,david weber,David_Weber,2,4,1,david weber,4,1.0,False,"{""david weber"": 4}"
es,Spanish,entity_or_value,dayton dutch lions,Dayton_Dutch_Lions,2,7,1,dayton dutch lions,7,1.0,False,"{""dayton dutch lions"": 7}"
es,Spanish,entity_or_value,de graafschap,De_Graafschap,2,6,1,de graafschap,6,1.0,False,"{""de graafschap"": 6}"
es,Spanish,entity_or_value,dead man's plack,Dead_Man's_Plack,2,58,1,plack del hombre muerto,58,1.0,False,"{""plack del hombre muerto"": 58}"
es,Spanish,entity_or_value,death metal,Death_metal,2,36,1,death metal,36,1.0,False,"{""death metal"": 36}"
es,Spanish,entity_or_value,death on a factory farm,Death_on_a_Factory_Farm,2,122,1,muerte en una granja industrial,122,1.0,False,"{""muerte en una granja industrial"": 122}"
es,Spanish,entity_or_value,debbie wasserman schultz,Debbie_Wasserman_Schultz,2,2,1,debbie wasserman schultz,2,1.0,False,"{""debbie wasserman schultz"": 2}"
es,Spanish,entity_or_value,deceased,"""Deceased""",2,73,1,fallecido,73,1.0,False,"{""fallecido"": 73}"
es,Spanish,entity_or_value,december 2008,"""December 2008""",2,15,1,diciembre de 2008,15,1.0,False,"{""diciembre de 2008"": 15}"
es,Spanish,entity_or_value,defender (football),Defender_(football),2,10,1,defensa (fútbol),10,1.0,False,"{""defensa (fútbol)"": 10}"
es,Spanish,entity_or_value,"dekalb county, georgia","DeKalb_County,_Georgia",2,31,1,"condado de dekalb, georgia",31,1.0,False,"{""condado de dekalb, georgia"": 31}"
es,Spanish,entity_or_value,"dekalb county, illinois","DeKalb_County,_Illinois",2,5,1,condado de dekalb,5,1.0,False,"{""condado de dekalb"": 5}"
es,Spanish,entity_or_value,delfino pescara 1936,Delfino_Pescara_1936,2,4,1,delfino pescara 1936,4,1.0,False,"{""delfino pescara 1936"": 4}"
es,Spanish,entity_or_value,delta ii,Delta_II,2,107,1,delta ii,107,1.0,False,"{""delta ii"": 107}"
es,Spanish,entity_or_value,"demak jaya, jalan bako, kuching, sarawak","""Demak Jaya, Jalan Bako, Kuching, Sarawak""",2,19,1,"demak jaya, jalan bako, kuching, sarawak",19,1.0,False,"{""demak jaya, jalan bako, kuching, sarawak"": 19}"
es,Spanish,entity_or_value,demarce short stories in the the grantville gazettes,"""DeMarce short stories in the The Grantville Gazettes""",2,11,1,relatos cortos de demarce en the grantville gazettes,11,1.0,False,"{""relatos cortos de demarce en the grantville gazettes"": 11}"
es,Spanish,entity_or_value,demo 2004 (year of no light album),Demo_2004_(Year_of_No_Light_album),2,6,1,demo 2004 (álbum year of no light),6,1.0,False,"{""demo 2004 (álbum year of no light)"": 6}"
es,Spanish,entity_or_value,democratic labour party (brazil),Democratic_Labour_Party_(Brazil),2,5,1,partido democrático laborista (brasil),5,1.0,False,"{""partido democrático laborista (brasil)"": 5}"
es,Spanish,entity_or_value,democratic party (united states),Democratic_Party_(United_States),2,57,1,partido demócrata (estados unidos),57,1.0,False,"{""partido demócrata (estados unidos)"": 57}"
es,Spanish,entity_or_value,"denham, buckinghamshire","Denham,_Buckinghamshire",2,3,1,"denham, buckinghamshire",3,1.0,False,"{""denham, buckinghamshire"": 3}"
es,Spanish,entity_or_value,denmark,Denmark,2,211,1,dinamarca,211,1.0,False,"{""dinamarca"": 211}"
es,Spanish,entity_or_value,dennis william sciama,Dennis_William_Sciama,2,17,1,dennis william sciama,17,1.0,False,"{""dennis william sciama"": 17}"
es,Spanish,entity_or_value,denzil antonio,Denzil_Antonio,2,7,1,denzil antonio,7,1.0,False,"{""denzil antonio"": 7}"
es,Spanish,entity_or_value,department of commerce gold medal,Department_of_Commerce_Gold_Medal,2,33,1,medalla de oro del departamento de comercio,33,1.0,False,"{""medalla de oro del departamento de comercio"": 33}"
es,Spanish,entity_or_value,deptford,Deptford,2,8,1,deptford,8,1.0,False,"{""deptford"": 8}"
es,Spanish,entity_or_value,"deputy minister for development, competitiveness and shipping","""Deputy Minister for Development, Competitiveness and Shipping""",2,2,1,"viceministro de desarrollo, competitividad y transporte marítimo",2,1.0,False,"{""viceministro de desarrollo, competitividad y transporte marítimo"": 2}"
es,Spanish,entity_or_value,deputy parliamentary spokesman of popular orthodox rally,"""Deputy Parliamentary Spokesman of Popular Orthodox Rally""",2,2,1,portavoz parlamentario adjunto de la agrupación popular ortodoxa,2,1.0,False,"{""portavoz parlamentario adjunto de la agrupación popular ortodoxa"": 2}"
es,Spanish,entity_or_value,deram records,Deram_Records,2,47,1,deram records,47,1.0,False,"{""deram records"": 47}"
es,Spanish,entity_or_value,derbyshire,Derbyshire,2,14,1,derbyshire,14,1.0,False,"{""derbyshire"": 14}"
es,Spanish,entity_or_value,derbyshire dales,Derbyshire_Dales,2,68,1,derbyshire dales,68,1.0,False,"{""derbyshire dales"": 68}"
es,Spanish,entity_or_value,desoto (automobile),DeSoto_(automobile),2,7,1,desoto (automóvil),7,1.0,False,"{""desoto (automóvil)"": 7}"
es,Spanish,entity_or_value,desoto custom,DeSoto_Custom,2,49,1,desoto custom,49,1.0,False,"{""desoto custom"": 49}"
es,Spanish,entity_or_value,desoto firedome,DeSoto_Firedome,2,6,1,desoto firedome,6,1.0,False,"{""desoto firedome"": 6}"
es,Spanish,entity_or_value,dessert,Dessert,2,238,1,postre,238,1.0,False,"{""postre"": 238}"
es,Spanish,entity_or_value,detroit,Detroit,2,24,1,detroit,24,1.0,False,"{""detroit"": 24}"
es,Spanish,entity_or_value,"deșteaptă-te, române!","Deșteaptă-te,_române!",2,12,1,"deșteaptă-te, române!",12,1.0,False,"{""deșteaptă-te, române!"": 12}"
es,Spanish,entity_or_value,diane duane,Diane_Duane,2,12,1,diane duane,12,1.0,False,"{""diane duane"": 12}"
es,Spanish,entity_or_value,dianne feinstein,Dianne_Feinstein,2,9,1,dianne feinstein,9,1.0,False,"{""dianne feinstein"": 9}"
es,Spanish,entity_or_value,dick dillin,Dick_Dillin,2,13,1,dick dillin,13,1.0,False,"{""dick dillin"": 13}"
es,Spanish,entity_or_value,diego santilli,Diego_Santilli,2,8,1,diego santilli,8,1.0,False,"{""diego santilli"": 8}"
es,Spanish,entity_or_value,diemen,Diemen,2,2,1,diemen,2,1.0,False,"{""diemen"": 2}"
es,Spanish,entity_or_value,diesel-electric transmission,Diesel-electric_transmission,2,21,1,transmisión diesel-eléctrica,21,1.0,False,"{""transmisión diesel-eléctrica"": 21}"
es,Spanish,entity_or_value,dieter hecking,Dieter_Hecking,2,10,1,dieter hecking,10,1.0,False,"{""dieter hecking"": 10}"
es,Spanish,entity_or_value,"digify, inc.","Digify,_Inc.",2,9,1,"digify, inc.",9,1.0,False,"{""digify, inc."": 9}"
es,Spanish,entity_or_value,digital distribution,Digital_distribution,2,2,1,distribución digital,2,1.0,False,"{""distribución digital"": 2}"
es,Spanish,entity_or_value,dijon,Dijon,2,40,1,dijon,40,1.0,False,"{""dijon"": 40}"
es,Spanish,entity_or_value,diliman,Diliman,2,2,1,diliman,2,1.0,False,"{""diliman"": 2}"
es,Spanish,entity_or_value,"dimmit county, texas","Dimmit_County,_Texas",2,4,1,"condado de dimmit, texas",4,1.0,False,"{""condado de dimmit, texas"": 4}"
es,Spanish,entity_or_value,disco,Disco,2,124,1,música disco,124,1.0,False,"{""música disco"": 124}"
es,Spanish,entity_or_value,distinguished service medal (united states navy),Distinguished_Service_Medal_(United_States_Navy),2,87,1,medalla al servicio distinguido (marina de los estados unidos),87,1.0,False,"{""medalla al servicio distinguido (marina de los estados unidos)"": 87}"
es,Spanish,entity_or_value,distinguished service order,Distinguished_Service_Order,2,3,1,orden del servicio distinguido,3,1.0,False,"{""orden del servicio distinguido"": 3}"
es,Spanish,entity_or_value,dnipropetrovsk,Dnipropetrovsk,2,2,1,dnipropetrovsk,2,1.0,False,"{""dnipropetrovsk"": 2}"
es,Spanish,entity_or_value,dodge,Dodge,2,19,1,dodge,19,1.0,False,"{""dodge"": 19}"
es,Spanish,entity_or_value,dodge coronet,Dodge_Coronet,2,13,1,dodge coronet,13,1.0,False,"{""dodge coronet"": 13}"
es,Spanish,entity_or_value,dodge custom royal,"""Dodge Custom Royal""",2,3,1,dodge custom royal,3,1.0,False,"{""dodge custom royal"": 3}"
es,Spanish,entity_or_value,dodge suburban,"""Dodge Suburban""",2,2,1,dodge suburban,2,1.0,False,"{""dodge suburban"": 2}"
es,Spanish,entity_or_value,doesburg,Doesburg,2,7,1,doesburg,7,1.0,False,"{""doesburg"": 7}"
es,Spanish,entity_or_value,don guardian,Don_Guardian,2,9,1,don guardian,9,1.0,False,"{""don guardian"": 9}"
es,Spanish,entity_or_value,don sweeney,Don_Sweeney,2,3,1,don sweeney,3,1.0,False,"{""don sweeney"": 3}"
es,Spanish,entity_or_value,don tripp,Don_Tripp,2,2,1,don tripp,2,1.0,False,"{""don tripp"": 2}"
es,Spanish,entity_or_value,donabate,Donabate,2,2,1,donabate,2,1.0,False,"{""donabate"": 2}"
es,Spanish,entity_or_value,donal o'ceallaigh,Donal_O'Ceallaigh,2,6,1,donal o'ceallaigh,6,1.0,False,"{""donal o'ceallaigh"": 6}"
es,Spanish,entity_or_value,donald j. irwin,Donald_J._Irwin,2,9,1,donald j. irwin,9,1.0,False,"{""donald j. irwin"": 9}"
es,Spanish,entity_or_value,doom metal,Doom_metal,2,3,1,doom metal,3,1.0,False,"{""doom metal"": 3}"
es,Spanish,entity_or_value,doomsday argument,Doomsday_argument,2,3,1,argumento del juicio final,3,1.0,False,"{""argumento del juicio final"": 3}"
es,Spanish,entity_or_value,doris bures,Doris_Bures,2,26,1,doris bures,26,1.0,False,"{""doris bures"": 26}"
es,Spanish,entity_or_value,"dothan, alabama","Dothan,_Alabama",2,10,1,"dothan, alabama",10,1.0,False,"{""dothan, alabama"": 10}"
es,Spanish,entity_or_value,doug moench,Doug_Moench,2,6,1,doug moench,6,1.0,False,"{""doug moench"": 6}"
es,Spanish,entity_or_value,"dougherty county, georgia","Dougherty_County,_Georgia",2,24,1,"condado de dougherty, georgia",24,1.0,False,"{""condado de dougherty, georgia"": 24}"
es,Spanish,entity_or_value,douglas r. oberhelman,Douglas_R._Oberhelman,2,24,1,douglas r. oberhelman,24,1.0,False,"{""douglas r. oberhelman"": 24}"
es,Spanish,entity_or_value,"doña ana county, new mexico","Doña_Ana_County,_New_Mexico",2,18,1,"condado de doña ana, nuevo méxico",18,1.0,False,"{""condado de doña ana, nuevo méxico"": 18}"
es,Spanish,entity_or_value,dr. g. p. prabhukumar,"""Dr. G. P. Prabhukumar""",2,49,1,dr. g. p. prabhukumar,49,1.0,False,"{""dr. g. p. prabhukumar"": 49}"
es,Spanish,entity_or_value,drake stevens,"""Drake Stevens""",2,4,1,drake stevens,4,1.0,False,"{""drake stevens"": 4}"
es,Spanish,entity_or_value,drew caldwell,Drew_Caldwell,2,2,1,drew caldwell,2,1.0,False,"{""drew caldwell"": 2}"
es,Spanish,entity_or_value,drogheda united f.c.,Drogheda_United_F.C.,2,8,1,drogheda united football club,8,1.0,False,"{""drogheda united football club"": 8}"
es,Spanish,entity_or_value,drone music,Drone_music,2,3,1,drone,3,1.0,False,"{""drone"": 3}"
es,Spanish,entity_or_value,drugs,Drugs,2,29,1,drogas,29,1.0,False,"{""drogas"": 29}"
es,Spanish,entity_or_value,drum and bass,Drum_and_bass,2,39,1,drum and bass,39,1.0,False,"{""drum and bass"": 39}"
