variant_id,base_pair_key,record_key,language,language_label,qa_track,corruption_type,severity,declared_size,source_lid,variant_lid,source_triples,clean_target_triples,variant_target_triples,source_text,clean_target_text,variant_target_text,xml_duplicate_target_lex,xml_path,split,triple_bucket,category,eid,is_benign,consistency_group_id,perturbation_pair_id,removed_token_fraction,alternative_reference_lid,alternative_source_text,qa21_instance_key,text_similarity,triple_similarity,predicate_similarity,structured_predicate_review_flag,predicate_pair_count,predicate_alignment_valid,source_target_literal_preservation,source_literal_count,target_triple_count,minimum_triple_coverage,minimum_text_groundedness,textual_unit_count,target_text_literal_retention,target_literal_count,english_literal_eligible,target_literal_full_success,coverage_threshold,groundedness_threshold,coverage_margin,groundedness_margin,english_calibrated_coverage_pass,english_calibrated_groundedness_pass,english_triple_count,english_minimum_triple_coverage,english_minimum_text_groundedness,manual_target_triples_correct,manual_text_adequacy_1_5,manual_all_facts_expressed,manual_unsupported_addition,manual_entities_values_correct,manual_notes
original__ca__06a9775293e1,train/1triples/Artist_allSolutions.xml::Id79::Id1,train/1triples/Artist_allSolutions.xml::Id79,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,['Al_Anderson_(NRBQ band) | instrument | Singing'],['Al_Anderson_(banda_NRBQ) | Instrument | cant'],['Al_Anderson_(banda_NRBQ) | Instrument | cant'],Al Anderson is a singer for the band NRBQ.,Al Anderson és cantant de la banda NRBQ.,Al Anderson és cantant de la banda NRBQ.,False,train/1triples/Artist_allSolutions.xml,train,1triples,Artist,Id79,False,,,,,,original__ca__06a9775293e1,0.9869023561477661,0.9065721035003662,1.0,0.0,1,True,,0,1,0.667553722858429,0.6675539016723633,1,,0,False,False,0.5896280944347382,0.5231981992721558,0.07792562842369077,0.14435570240020745,True,True,1,0.7073052525520325,0.7073052525520325,,,,,,
original__ca__a6c01f087b1a,train/4triples/City.xml::Id144::Id2,train/4triples/City.xml::Id144,ca,Catalan,CLEAN,clean,clean,4,Id2,Id2,"['Indiana | capital | Indianapolis', 'Anderson,_Indiana | isPartOf | Adams_Township,_Madison_County,_Indiana', 'Adams_Township,_Madison_County,_Indiana | country | United_States', 'Anderson,_Indiana | isPartOf | Indiana']","['Indiana | Capital | Indianàpolis', 'Anderson,_Indiana | ÉsPartDe | Adams_Township,_comtat_de_Madison,_Indiana', ""Adams_Township,_comtat_de_Madison,_Indiana | País | Estats_Units_d'Amèrica"", 'Anderson,_Indiana | ÉsPartDe | Indiana']","['Indiana | Capital | Indianàpolis', 'Anderson,_Indiana | ÉsPartDe | Adams_Township,_comtat_de_Madison,_Indiana', ""Adams_Township,_comtat_de_Madison,_Indiana | País | Estats_Units_d'Amèrica"", 'Anderson,_Indiana | ÉsPartDe | Indiana']","Anderson, is located within Adams Township, Madison County, Indiana (capital Indianapolis), in the United States.","Anderson, es troba dins del municipi d'Adams, comtat de Madison, Indiana (capital d'Indianapolis), als Estats Units.","Anderson, es troba dins del municipi d'Adams, comtat de Madison, Indiana (capital d'Indianapolis), als Estats Units.",False,train/4triples/City.xml,train,4triples,City,Id144,False,,,,,,original__ca__a6c01f087b1a,0.9607380628585815,0.9553137421607971,0.7470506727695465,0.0,4,True,,0,4,0.38557353615760803,0.8017650842666626,1,,0,False,False,0.28582777082920074,0.3673718720674515,0.09974576532840729,0.4343932121992111,True,True,4,0.4392651319503784,0.8662113547325134,,,,,,
original__es__d81d54545d1a,train/3triples/Politician.xml::Id154::Id2,train/3triples/Politician.xml::Id154,es,Spanish,CLEAN,clean,clean,3,Id2,Id2,"['Albert_Jennings_Fountain | birthPlace | New_York', 'American_Civil_War | commander | Abraham_Lincoln', 'Albert_Jennings_Fountain | battle | American_Civil_War']","['Albert_Jennings_Fountain | LugarDeNacimiento | New_York', 'guerra_de_Secesión | Comandante | Abraham_Lincoln', 'Albert_Jennings_Fountain | Batalla | guerra_de_Secesión']","['Albert_Jennings_Fountain | LugarDeNacimiento | New_York', 'guerra_de_Secesión | Comandante | Abraham_Lincoln', 'Albert_Jennings_Fountain | Batalla | guerra_de_Secesión']",Albert Jennings Fountain was born in New York and fought in the American Civil War when Abraham Lincoln was a commander.,Albert Jennings Fountain nació en Nueva York y luchó en la Guerra Civil estadounidense cuando Abraham Lincoln era comandante.,Albert Jennings Fountain nació en Nueva York y luchó en la Guerra Civil estadounidense cuando Abraham Lincoln era comandante.,False,train/3triples/Politician.xml,train,3triples,Politician,Id154,False,,,,,,original__es__d81d54545d1a,0.991777777671814,0.9425272345542908,0.8659084439277649,0.0,3,True,,0,3,0.48745661973953247,0.5762636661529541,1,,0,False,False,0.33754532784223557,0.4270522966980934,0.1499112918972969,0.1492113694548607,True,True,3,0.5287854075431824,0.6677188873291016,,,,,,
original__es__34ecf8cd5b4d,train/4triples/Food.xml::Id22::Id1,train/4triples/Food.xml::Id22,es,Spanish,CLEAN,clean,clean,4,Id1,Id1,"['Arem-arem | country | Indonesia', 'Arem-arem | region | ""Nationwide in Indonesia, but more specific to Java""', 'Indonesia | leader | Joko_Widodo', 'Indonesia | language | Indonesian_language']","['Arem-arem | País | Indonesia', 'Arem-arem | Región | En_todo_Indonesia,_pero_más_específicamente_en_Java', 'Indonesia | Líder | Joko_Widodo', 'Indonesia | Idioma | indonesio']","['Arem-arem | País | Indonesia', 'Arem-arem | Región | En_todo_Indonesia,_pero_más_específicamente_en_Java', 'Indonesia | Líder | Joko_Widodo', 'Indonesia | Idioma | indonesio']","Joko Widodo is the leader in Indonesia, where the language is Indonesian. It is also where Arem-arem is served, nationwide but more specific to Java.","Joko Widodo es el líder en Indonesia, donde el idioma es el indonesio. También es donde se sirve Arem-arem, a nivel nacional pero más específico de Java.","Joko Widodo es el líder en Indonesia, donde el idioma es el indonesio. También es donde se sirve Arem-arem, a nivel nacional pero más específico de Java.",False,train/4triples/Food.xml,train,4triples,Food,Id22,False,,,,,,original__es__34ecf8cd5b4d,0.9903141260147095,0.9454634785652161,0.9859371036291122,0.0,4,True,,0,4,0.5368552207946777,0.7092034816741943,2,,0,False,False,0.28582777082920074,0.3673718720674515,0.251027449965477,0.34183160960674286,True,True,4,0.5950157642364502,0.7233676910400391,,,,,,
original__es__6837cfa6e69c,train/2triples/Artist.xml::Id120::Id1,train/2triples/Artist.xml::Id120,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Alex_Day | genre | Synthpop', 'Synthpop | stylisticOrigin | Pop_music']","['Alex_Day | Género | Synthpop', 'Synthpop | OrigenEstilístico | pop']","['Alex_Day | Género | Synthpop', 'Synthpop | OrigenEstilístico | pop']",Alex Day performs Synthpop music which is a form of pop music.,"Alex Day interpreta música Synthpop, que es una forma de música pop.","Alex Day interpreta música Synthpop, que es una forma de música pop.",False,train/2triples/Artist.xml,train,2triples,Artist,Id120,False,,,,,,original__es__6837cfa6e69c,0.9793614149093628,0.8664374947547913,0.641625702381134,0.0,2,True,,0,2,0.39708173274993896,0.6815167665481567,1,,0,False,False,0.4160341203212738,0.4842067241668701,-0.018952387571334828,0.19731004238128663,False,True,2,0.5624253153800964,0.7811405062675476,,,,,,
original__es__984b568db1cf,train/2triples/SportsTeam.xml::Id127::Id1,train/2triples/SportsTeam.xml::Id127,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['AZAL_PFK | league | Azerbaijan_Premier_League', 'Azerbaijan_Premier_League | champions | Qarabağ_FK']","['AZAL_PFK | Liga | Liga_Premier_de_Azerbaiyán', 'Liga_Premier_de_Azerbaiyán | Campeones | FK_Qarabağ']","['AZAL_PFK | Liga | Liga_Premier_de_Azerbaiyán', 'Liga_Premier_de_Azerbaiyán | Campeones | FK_Qarabağ']",The AZAL PFK competes in The Azerbaijan Premier League where the championship is held by Qarabag FK.,"El AZAL PFK compite en la Premier League de Azerbaiyán, cuyo campeón es el Qarabag FK.","El AZAL PFK compite en la Premier League de Azerbaiyán, cuyo campeón es el Qarabag FK.",False,train/2triples/SportsTeam.xml,train,2triples,SportsTeam,Id127,False,,,,,,original__es__984b568db1cf,0.9753014445304871,0.960930347442627,0.6869203448295593,0.0,2,True,,0,2,0.6782719492912292,0.7283874154090881,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.26223782896995546,0.24418069124221803,True,True,2,0.6969053745269775,0.7368675470352173,,,,,,
original__es__842315c10429,train/2triples/Athlete.xml::Id168::Id1,train/2triples/Athlete.xml::Id168,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Canada | leader | Elizabeth_II', 'Aaron_Boogaard | birthPlace | Canada']","['Canadá | Líder | Isabel_II_del_Reino_Unido', 'Aaron_Boogaard | LugarDeNacimiento | Canadá']","['Canadá | Líder | Isabel_II_del_Reino_Unido', 'Aaron_Boogaard | LugarDeNacimiento | Canadá']",Canada is led by Elizabeth II and is the birthplace of Aaron Boogaard.,Canadá está presidida por Isabel II y es el país natal de Aaron Boogaard.,Canadá está presidida por Isabel II y es el país natal de Aaron Boogaard.,False,train/2triples/Athlete.xml,train,2triples,Athlete,Id168,False,,,,,,original__es__842315c10429,0.9258474111557007,0.9480242729187012,0.8068427443504333,0.0,2,True,,0,2,0.4267463982105255,0.6237560510635376,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.01071227788925172,0.1395493268966675,True,True,2,0.5027690529823303,0.6154333353042603,,,,,,
original__es__0f3accf1bfc9,train/1triples/Athlete_allSolutions.xml::Id105::Id3,train/1triples/Athlete_allSolutions.xml::Id105,es,Spanish,CLEAN,clean,clean,1,Id3,Id3,['Al-Wakrah_Sport_Club | position | Qatar_Stars_League'],['Club_Deportivo_Al-Wakrah | Posición | Liga_de_fútbol_de_Catar'],['Club_Deportivo_Al-Wakrah | Posición | Liga_de_fútbol_de_Catar'],Al Wakrah Sport Club play in the Qatar Stars league.,El Al Wakrah Sport Club juega en la liga Qatar Stars.,El Al Wakrah Sport Club juega en la liga Qatar Stars.,False,train/1triples/Athlete_allSolutions.xml,train,1triples,Athlete,Id105,False,,,,,,original__es__0f3accf1bfc9,0.981882631778717,0.8526290059089661,0.9782147407531738,0.0,1,True,,0,1,0.6557712554931641,0.6557711362838745,1,,0,False,False,0.5896280944347382,0.5231981992721558,0.06614316105842588,0.13257293701171868,True,True,1,0.7903976440429688,0.7903976440429688,,,,,,
original__es__145e7836105f,train/3triples/Artist.xml::Id138::Id2,train/3triples/Artist.xml::Id138,es,Spanish,CLEAN,clean,clean,3,Id2,Id2,"['Alfredo_Zitarrosa | genre | Candombe', 'Alfredo_Zitarrosa | recordLabel | Orfeo_(Uruguayan_record_label)', 'Alfredo_Zitarrosa | background | ""solo_singer""']","['Alfredo_Zitarrosa | Género | Candombe', 'Alfredo_Zitarrosa | SelloDiscográfico | Orfeo_(sello_discográfico_uruguayo)', 'Alfredo_Zitarrosa | Fondo | cantante_solista']","['Alfredo_Zitarrosa | Género | Candombe', 'Alfredo_Zitarrosa | SelloDiscográfico | Orfeo_(sello_discográfico_uruguayo)', 'Alfredo_Zitarrosa | Fondo | cantante_solista']","Alfredo Zitarrosa, who started out as a solo singer, is with the Orfeo record label. Alfredo Zitarrosa's musical genre is Candombe.","Alfredo Zitarrosa, que empezó como cantante solista, pertenece al sello discográfico Orfeo. El género musical de Alfredo Zitarrosa es Candombe.","Alfredo Zitarrosa, que empezó como cantante solista, pertenece al sello discográfico Orfeo. El género musical de Alfredo Zitarrosa es Candombe.",False,train/3triples/Artist.xml,train,3triples,Artist,Id138,False,,,,,,original__es__145e7836105f,0.9691416025161743,0.9389104843139648,0.545767068862915,0.0,3,True,,0,3,0.5478733777999878,0.6433786153793335,2,,0,False,False,0.33754532784223557,0.4270522966980934,0.21032804995775223,0.21632631868124008,True,True,3,0.6309462785720825,0.6649156212806702,,,,,,
original__es__55aa6e1b22e9,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id968::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id968,es,Spanish,CLEAN,clean,clean,1,Id2,Id2,['1147_Stavropolis | discovered | 1929-06-11'],['(1147)_Stavropolis | Descubierto | 11-06-1929'],['(1147)_Stavropolis | Descubierto | 11-06-1929'],"1147 Stavropolis is an asteroid, discovered on 11 June 1929.",1147 Stavropolis es un asteroide descubierto el 11 de junio de 1929.,1147 Stavropolis es un asteroide descubierto el 11 de junio de 1929.,False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,CelestialBody,Id968,False,,,,,,original__es__55aa6e1b22e9,0.9949890971183777,0.9853281378746033,0.9263784885406494,0.0,1,True,1.0,4,1,0.5681055784225464,0.5681055784225464,1,1.0,4,True,True,0.5896280944347382,0.5231981992721558,-0.021522516012191795,0.04490737915039056,False,True,1,0.5898884534835815,0.5898884534835815,,,,,,
original__es__a6b60dc412f8,train/3triples/Politician.xml::Id252::Id3,train/3triples/Politician.xml::Id252,es,Spanish,CLEAN,clean,clean,3,Id3,Id3,"['United_States | ethnicGroup | Native_Americans_in_the_United_States', 'Abraham_A._Ribicoff | birthPlace | Connecticut', 'Abraham_A._Ribicoff | nationality | United_States']","['Estados_Unidos | GrupoÉtnico | pueblos_nativos_de_los_Estados_Unidos', 'Abraham_A._Ribicoff | LugarDeNacimiento | Connecticut', 'Abraham_A._Ribicoff | Nacionalidad | Estados_Unidos']","['Estados_Unidos | GrupoÉtnico | pueblos_nativos_de_los_Estados_Unidos', 'Abraham_A._Ribicoff | LugarDeNacimiento | Connecticut', 'Abraham_A._Ribicoff | Nacionalidad | Estados_Unidos']",Abraham A Ribicoff is from Connecticut which is in the United States where one of the ethnic groups are the Native Americans.,"Abraham A Ribicoff es de Connecticut, en Estados Unidos, donde uno de los grupos étnicos son los nativos americanos.","Abraham A Ribicoff es de Connecticut, en Estados Unidos, donde uno de los grupos étnicos son los nativos americanos.",False,train/3triples/Politician.xml,train,3triples,Politician,Id252,False,,,,,,original__es__a6b60dc412f8,0.9891623854637146,0.9534153938293457,0.8478935956954956,0.0,3,True,,0,3,0.5346026420593262,0.6463459134101868,1,,0,False,False,0.33754532784223557,0.4270522966980934,0.1970573142170906,0.21929361671209335,True,True,3,0.5580030679702759,0.6392855644226074,,,,,,
original__es__1505cf511dcd,train/5triples/Food.xml::Id134::Id3,train/5triples/Food.xml::Id134,es,Spanish,CLEAN,clean,clean,5,Id3,Id3,"['Bhajji | country | India', 'Bhajji | region | Karnataka', 'Bhajji | mainIngredient | ""Gram flour, vegetables""', 'Bhajji | alternativeName | ""Bhaji, bajji""', 'Bhajji | ingredient | Vegetable']","['Bhajji | País | India', 'Bhajji | Región | Karnataka', 'Bhajji | IngredientePrincipal | Harina_de_gramo,_verduras', 'Bhajji | NombreAlternativo | Bhaji,_bajji', 'Bhajji | Ingrediente | verdura']","['Bhajji | País | India', 'Bhajji | Región | Karnataka', 'Bhajji | IngredientePrincipal | Harina_de_gramo,_verduras', 'Bhajji | NombreAlternativo | Bhaji,_bajji', 'Bhajji | Ingrediente | verdura']","Bhajji (Bhaji), or bajji, contains vegetables and gram flour; it originates from the Karnataka region of India.","El Bhajji (Bhaji), o bajji, contiene verdura y harina de gramo; es originario de la región India de Karnataka.","El Bhajji (Bhaji), o bajji, contiene verdura y harina de gramo; es originario de la región India de Karnataka.",False,train/5triples/Food.xml,train,5triples,Food,Id134,False,,,,,,original__es__1505cf511dcd,0.9699825644493103,0.959774374961853,0.796954733133316,0.0,5,True,,0,5,0.5626797676086426,0.6287770867347717,1,,0,False,False,0.25082006603479384,0.3705099388957024,0.31185970157384874,0.25826714783906934,True,True,5,0.5390897989273071,0.6189695596694946,,,,,,
original__es__265ef86cfdf2,train/2triples/WrittenWork.xml::Id130::Id1,train/2triples/WrittenWork.xml::Id130,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Acta_Mathematica_Hungarica | abbreviation | ""Acta Math. Hungar.""', 'Acta_Mathematica_Hungarica | academicDiscipline | Mathematics']","['Acta_Mathematica_Hungarica | Abreviatura | Acta_Math._Hungar.', 'Acta_Mathematica_Hungarica | DisciplinaAcadémica | matemáticas']","['Acta_Mathematica_Hungarica | Abreviatura | Acta_Math._Hungar.', 'Acta_Mathematica_Hungarica | DisciplinaAcadémica | matemáticas']","Acta Mathematica Hungarica has the abbreviation of ""Acta Math. Hungar."" and comes under the discipline of Math.","Acta Mathematica Hungarica es la abreviatura de ""Acta Math. Hungar."" y pertenece a la disciplina de Math.","Acta Mathematica Hungarica es la abreviatura de ""Acta Math. Hungar."" y pertenece a la disciplina de Math.",False,train/2triples/WrittenWork.xml,train,2triples,WrittenWork,Id130,False,,,,,,original__es__265ef86cfdf2,0.9550209045410156,0.9789991974830627,0.8057815730571747,0.0,2,True,,0,2,0.7023046612739563,0.6157119274139404,2,,0,False,False,0.4160341203212738,0.4842067241668701,0.2862705409526825,0.13150520324707032,True,True,2,0.6660881638526917,0.5712634921073914,,,,,,
original__es__78f245a2ef58,train/2triples/ComicsCharacter.xml::Id12::Id1,train/2triples/ComicsCharacter.xml::Id12,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Asterix_(comicsCharacter) | creator | René_Goscinny', 'René_Goscinny | nationality | French_people']","['Astérix_(personaje_de_cómic) | Creador | René_Goscinny', 'René_Goscinny | Nacionalidad | franceses']","['Astérix_(personaje_de_cómic) | Creador | René_Goscinny', 'René_Goscinny | Nacionalidad | franceses']","The creator of Asterix, a comics character, is René Goscinny, who is French.","El creador de Astérix, personaje de cómic, es el francés René Goscinny.","El creador de Astérix, personaje de cómic, es el francés René Goscinny.",False,train/2triples/ComicsCharacter.xml,train,2triples,ComicsCharacter,Id12,False,,,,,,original__es__78f245a2ef58,0.9595738649368286,0.9636566638946533,0.921984851360321,0.0,2,True,,0,2,0.5404505133628845,0.7172436714172363,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.12441639304161073,0.23303694725036622,True,True,2,0.5441569089889526,0.7415030002593994,,,,,,
original__es__3df9023d35a0,train/2triples/Airport.xml::Id49::Id1,train/2triples/Airport.xml::Id49,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Agra_Airport | location | Uttar_Pradesh', 'Uttar_Pradesh | isPartOf | Bundelkhand']","['Aeropuerto_de_Agra | Ubicación | Uttar_Pradesh', 'Uttar_Pradesh | FormaParteDe | Bundelkhand']","['Aeropuerto_de_Agra | Ubicación | Uttar_Pradesh', 'Uttar_Pradesh | FormaParteDe | Bundelkhand']",Agra Airport is in Uttar Pradesh which is part of Bundelkhand.,"El aeropuerto de Agra se encuentra en Uttar Pradesh, que forma parte de Bundelkhand.","El aeropuerto de Agra se encuentra en Uttar Pradesh, que forma parte de Bundelkhand.",False,train/2triples/Airport.xml,train,2triples,Airport,Id49,False,,,,,,original__es__3df9023d35a0,0.9932606816291809,0.9720100164413452,0.7320369482040405,0.0,2,True,,0,2,0.5447386503219604,0.7816190719604492,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.12870453000068666,0.2974123477935791,True,True,2,0.545906662940979,0.7788659334182739,,,,,,
original__es__8aabe07d97f0,train/3triples/Athlete.xml::Id164::Id1,train/3triples/Athlete.xml::Id164,es,Spanish,CLEAN,clean,clean,3,Id1,Id1,"['Alessio_Romagnoli | club | Italy_national_under-17_football_team', 'Italy_national_under-17_football_team | coach | Alessandro_Dal_Canto', 'Alessio_Romagnoli | club | Italy_national_under-19_football_team']","['Alessio_Romagnoli | Club | selección_de_fútbol_sub-17_de_Italia', 'selección_de_fútbol_sub-17_de_Italia | Entrenador | Alessandro_Dal_Canto', 'Alessio_Romagnoli | Club | selección_de_fútbol_sub-19_de_Italia']","['Alessio_Romagnoli | Club | selección_de_fútbol_sub-17_de_Italia', 'selección_de_fútbol_sub-17_de_Italia | Entrenador | Alessandro_Dal_Canto', 'Alessio_Romagnoli | Club | selección_de_fútbol_sub-19_de_Italia']","Alessio Romagnoli plays for the Italy national under-17 football team, which is coached by, Alessandro Dal Canto. Alessio Romagnoli's club is the Italy national under 19 football team.","Alessio Romagnoli juega en la selección italiana de fútbol sub-17, entrenada por Alessandro Dal Canto. El club de Alessio Romagnoli es la selección italiana de fútbol sub-19.","Alessio Romagnoli juega en la selección italiana de fútbol sub-17, entrenada por Alessandro Dal Canto. El club de Alessio Romagnoli es la selección italiana de fútbol sub-19.",False,train/3triples/Athlete.xml,train,3triples,Athlete,Id164,False,,,,,,original__es__8aabe07d97f0,0.9620542526245117,0.9583824872970581,0.9251130024592081,0.0,3,True,1.0,2,3,0.6447928547859192,0.7336927056312561,2,1.0,2,True,True,0.33754532784223557,0.4270522966980934,0.3072475269436836,0.3066404089331627,True,True,3,0.6953929662704468,0.738761305809021,,,,,,
original__es__259bfb343d62,train/3triples/Food.xml::Id301::Id1,train/3triples/Food.xml::Id301,es,Spanish,CLEAN,clean,clean,3,Id1,Id1,"['Singapore | leader | Tony_Tan', 'Beef_kway_teow | country | Singapore', 'Singapore | leader | Halimah_Yacob']","['Singapur | Líder | Tony_Tan_Keng_Yam', 'Carne_kway_teow | País | Singapur', 'Singapur | Líder | Halimah_Yacob']","['Singapur | Líder | Tony_Tan_Keng_Yam', 'Carne_kway_teow | País | Singapur', 'Singapur | Líder | Halimah_Yacob']","Beef kway teow is a popular dish in Singapore, where Tony Tan and Halimah Yacob are leaders.","El Beef kway teow es un plato popular en Singapur, donde Tony Tan y Halimah Yacob son líderes.","El Beef kway teow es un plato popular en Singapur, donde Tony Tan y Halimah Yacob son líderes.",False,train/3triples/Food.xml,train,3triples,Food,Id301,False,,,,,,original__es__259bfb343d62,0.9905023574829102,0.9593170285224915,0.9823278983434042,0.0,3,True,,0,3,0.5463776588439941,0.5900993347167969,1,,0,False,False,0.33754532784223557,0.4270522966980934,0.20883233100175858,0.16304703801870346,True,True,3,0.5202475190162659,0.7360309958457947,,,,,,
original__es__0520ff7cf4f7,train/5triples/Food.xml::Id14::Id3,train/5triples/Food.xml::Id14,es,Spanish,CLEAN,clean,clean,5,Id3,Id3,"['Arem-arem | country | Indonesia', 'Arem-arem | region | ""Nationwide in Indonesia, but more specific to Java""', 'Indonesia | leader | Joko_Widodo', 'Indonesia | currency | Indonesian_rupiah', 'Indonesia | language | Indonesian_language']","['Arem-arem | País | Indonesia', 'Arem-arem | Región | En_todo_Indonesia,_pero_más_específicamente_en_Java', 'Indonesia | Líder | Joko_Widodo', 'Indonesia | Divisa | rupia_indonesia', 'Indonesia | Idioma | indonesio']","['Arem-arem | País | Indonesia', 'Arem-arem | Región | En_todo_Indonesia,_pero_más_específicamente_en_Java', 'Indonesia | Líder | Joko_Widodo', 'Indonesia | Divisa | rupia_indonesia', 'Indonesia | Idioma | indonesio']","Arem-arem, is predominant in Indonesia's Java. Indonesia is led by Joko Widodo, hails the currency rupiah and the Indonesian language is spoken.","Arem-arem, predomina en la Indonesia Java. Indonesia está dirigida por Joko Widodo, tiene la rupia como moneda y se habla el indonesio.","Arem-arem, predomina en la Indonesia Java. Indonesia está dirigida por Joko Widodo, tiene la rupia como moneda y se habla el indonesio.",False,train/5triples/Food.xml,train,5triples,Food,Id14,False,,,,,,original__es__0520ff7cf4f7,0.9679043889045715,0.9299399852752686,0.8539757907390595,0.0,5,True,,0,5,0.6126015782356262,0.7029625177383423,2,,0,False,False,0.25082006603479384,0.3705099388957024,0.3617815122008324,0.3324525788426399,True,True,5,0.6466126441955566,0.7007478475570679,,,,,,
original__es__f0cf6283c7fd,train/2triples/City.xml::Id150::Id3,train/2triples/City.xml::Id150,es,Spanish,CLEAN,clean,clean,2,Id3,Id3,"['Texas | capital | Austin,_Texas', 'Arlington,_Texas | isPartOf | Texas']","['Texas | Capital | Austin,_Texas', 'Arlington,_Texas | FormaParteDe | Texas']","['Texas | Capital | Austin,_Texas', 'Arlington,_Texas | FormaParteDe | Texas']",Austin is the capital city of Texas and Arlington is part of the state too.,Austin es la capital de Texas y Arlington también forma parte del estado.,Austin es la capital de Texas y Arlington también forma parte del estado.,False,train/2triples/City.xml,train,2triples,City,Id150,False,,,,,,original__es__f0cf6283c7fd,0.9911541938781738,0.9808619022369385,0.7620089948177338,0.0,2,True,,0,2,0.5740644931793213,0.6926955580711365,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.1580303728580475,0.20848883390426637,True,True,2,0.6051040887832642,0.6932662725448608,,,,,,
original__es__0a78dba68bfe,train/2triples/SportsTeam.xml::Id65::Id3,train/2triples/SportsTeam.xml::Id65,es,Spanish,CLEAN,clean,clean,2,Id3,Id3,"['A.F.C._Blackpool | manager | Stuart_Parker_(footballer)', 'Stuart_Parker_(footballer) | club | Chesterfield_F.C.']","['A.F.C._Blackpool | Director | Stuart_Parker_(futbolista)', 'Stuart_Parker_(futbolista) | Club | Chesterfield_Football_Club']","['A.F.C._Blackpool | Director | Stuart_Parker_(futbolista)', 'Stuart_Parker_(futbolista) | Club | Chesterfield_Football_Club']","The manager of A.F.C. Blackpool is Stuart Parker, who is a member of the Chesterfield F.C.","El entrenador del A.F.C. Blackpool es Stuart Parker, que pertenece al Chesterfield F.C.","El entrenador del A.F.C. Blackpool es Stuart Parker, que pertenece al Chesterfield F.C.",False,train/2triples/SportsTeam.xml,train,2triples,SportsTeam,Id65,False,,,,,,original__es__0a78dba68bfe,0.945794939994812,0.9700461626052856,0.8872569799423218,0.0,2,True,,0,2,0.7080307006835938,0.5698374509811401,2,,0,False,False,0.4160341203212738,0.4842067241668701,0.29199658036231996,0.08563072681427003,True,True,2,0.7265803813934326,0.5488765239715576,,,,,,
original__es__51913cd7e941,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id417::Id1,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id417,es,Spanish,CLEAN,clean,clean,2,Id1,Id1,"['Expect_a_Miracle | genre | Instrumental_music', 'Expect_a_Miracle | genre | Easy_listening']","['Espere_un_milagro | Género | Música_instrumental', 'Espere_un_milagro | Género | música_ligera']","['Espere_un_milagro | Género | Música_instrumental', 'Espere_un_milagro | Género | música_ligera']",The album Expect a miracle is of the easy instrumental Listening music genre.,El álbum Expect a miracle pertenece al género de música fácil instrumental Listening.,El álbum Expect a miracle pertenece al género de música fácil instrumental Listening.,False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id417,False,,,,,,original__es__51913cd7e941,0.9835364818572998,0.887884259223938,0.6641608476638794,0.0,2,True,,0,2,0.6354660391807556,0.6638938188552856,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.21943191885948182,0.17968709468841554,True,True,2,0.6912999749183655,0.6963798403739929,,,,,,
