case_id,subqa,language,language_label,category,record_or_component,english_triples,target_triples,aligned_english_text,target_text,comparison_or_context,automatic_risk,automatic_basis,automatic_signals
QA31-CA-04cccf2ced14,QA3.1,ca,Catalan,Artist,dev/3triples/Artist.xml::Id31::Id2,"Armin_van_Buuren | genre | House_music
Andrew_Rayel | associatedBand/associatedMusicalArtist | Armin_van_Buuren
Andrew_Rayel | associatedBand/associatedMusicalArtist | Jwaydan_Moyine","Armin_van_Buuren | Gènere | house
Andrew_Rayel | BandaAssociada/artistaMusicalAssociat | Armin_van_Buuren
Andrew_Rayel | BandaAssociada/artistaMusicalAssociat | Jwaydan_Moyine","Andrew Rayel is associated with the musician Jwaydan Moyine and house musician, Armin van Buuren.","Andrew Rayel està associat amb el músic Jwaydan Moyine i el músic house, Armin van Buuren.",Assess language identity and substantial English leakage; do not score general fluency or style here.,Low,The expected target language is confidently predicted and no hard flag is active.,"{""code_switch_detected"": false, ""full_english_copy_detected"": false, ""hard_language_flag"": false, ""predicted_language"": ""ca"", ""target_language_probability"": 0.8152254223823547, ""valid_target_language"": true, ""wrong_language_detected"": false}"
QA31-CA-34aa9c807c11,QA3.1,ca,Catalan,Building,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id169::Id2,"Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business
Alan_B._Miller_Hall | location | Williamsburg,_Virginia
Alan_B._Miller_Hall | owner | College_of_William_&_Mary","Alan_B._Miller_Hall | LlogatersActuals | Escola_Mason_de_Negocis
Alan_B._Miller_Hall | Ubicació | Williamsburg,_Virgínia
Alan_B._Miller_Hall | Propietari | College_of_William_and_Mary","The Mason School of Business, inside Alan B Miller Hall, is in Williamsburg, Virginia at the College of William and Mary.","La Mason School of Business, dins de l'Alan B Miller Hall, es troba a Williamsburg, Virgínia, al College of William and Mary.",Assess language identity and substantial English leakage; do not score general fluency or style here.,High,At least one hard language diagnostic is active.,"{""code_switch_detected"": true, ""full_english_copy_detected"": false, ""hard_language_flag"": true, ""predicted_language"": ""ca"", ""target_language_probability"": 0.6506980061531067, ""valid_target_language"": false, ""wrong_language_detected"": false}"
QA31-ES-c662d1890bbf,QA3.1,es,Spanish,Artist,dev/4triples/Artist.xml::Id22::Id3,"Anders_Osborne | associatedBand/associatedMusicalArtist | Billy_Iuso
Anders_Osborne | associatedBand/associatedMusicalArtist | Tab_Benoit
Anders_Osborne | genre | Rock_music
Anders_Osborne | associatedBand/associatedMusicalArtist | Voice_of_the_Wetlands_All-Stars","Anders_Osborne | BandaAsociada/artistaMusicalAsociado | Billy_Iuso
Anders_Osborne | BandaAsociada/artistaMusicalAsociado | Tab_Benoit
Anders_Osborne | Género | rock
Anders_Osborne | BandaAsociada/artistaMusicalAsociado | La_voz_de_las_estrellas_de_los_humedales","Exponent of rock music Anders Osborne, who has worked with Tab Benoit is associated with the musical artist Billy Iuso and the Voice of the Wetlands All-Stars.","Exponente de la música rock, Anders Osborne, que ha trabajado con Tab Benoit, está asociado al artista musical Billy Iuso y a Voice of the Wetlands All-Stars.",Assess language identity and substantial English leakage; do not score general fluency or style here.,High,At least one hard language diagnostic is active.,"{""code_switch_detected"": true, ""full_english_copy_detected"": false, ""hard_language_flag"": true, ""predicted_language"": ""es"", ""target_language_probability"": 0.8237869739532471, ""valid_target_language"": true, ""wrong_language_detected"": false}"
QA12-CA-9701ba89fba2,QA1.2,ca,Catalan,entity_or_value,Sovcomflot,,,,,"Observed target forms and counts: {""sovcomflot"": 4}
Example mappings:
train/1triples/MeanOfTransportation_allSolutions.xml::Id114: Sovcomflot → Sovcomflot
train/1triples/MeanOfTransportation_allSolutions.xml::Id283: Sovcomflot → Sovcomflot
train/2triples/MeanOfTransportation.xml::Id206: Sovcomflot → Sovcomflot",Low,One normalised target form is observed for the recurring source component.,"{""dominant_mapping_rate"": 1.0, ""mapping_review_signal"": false, ""occurrences"": 4, ""target_form_count"": 1}"
QA22-ES-1406384dd956,QA2.2,es,Spanish,Athlete,dev/2triples/Athlete.xml::Id11::Id2,"Alan_Martin_(footballer) | club | Hamilton_Academical_F.C.
Alan_Martin_(footballer) | club | Barrow_A.F.C.","Alan_Martin_(futbolista) | Club | Hamilton_Academical_Football_Club
Alan_Martin_(futbolista) | Club | Barrow_AFC",Alan Martin plays for Hamilton Academical F.C. and Barrow A.F.C.,Alan Martin juega en el Hamilton Academical F.C. y en el Barrow A.F.C.,Judge the target text only against the target triples; the English pair is supplied as alignment context.,Low,Coverage and groundedness pass; no target literal failure is observed.,"{""coverage_pass"": true, ""groundedness_pass"": true, ""minimum_text_groundedness"": 0.5300312638282776, ""minimum_triple_coverage"": 0.5809270143508911, ""target_text_literal_retention"": null}"
QA32-CA-0479eb54992e,QA3.2,ca,Catalan,Building,train/1triples/Building_allSolutions.xml::Id117::Id1,"Ampara_Hospital | state | Eastern_Province,_Sri_Lanka","Hospital_d'Ampara | Estat | Província_oriental,_Sri_Lanka","Ampara Hospital is in Eastern Province, Sri Lanka.",L'hospital d'Ampara es troba a la província oriental de Sri Lanka.,"Different English reference from the same RDF entry:
Ampara Hospital is in the Eastern Province, Sri Lanka.",Medium,"The aligned-reference advantage is non-positive/unavailable, or the expansion ratio is outside the central 90% range.","{""aligned_reference_advantage"": 0.0036886930465698242, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.9153182506561279, ""comparison_reference_similarity"": 0.9116295576095581, ""expansion_ratio"": 1.375, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": true}"
QA22-ES-fb0d71fc54da,QA2.2,es,Spanish,WrittenWork,dev/1triples/WrittenWork_allSolutions.xml::Id17::Id2,Administrative_Science_Quarterly | LCCN_number | 57059226,Administration_Science_Quarterly | LCCNNúmero | 57059226,Administrative Science Quarterly's LLCN number is 57059226.,El número LLCN de Ciencia Administrativa Trimestral es 57059226.,Judge the target text only against the target triples; the English pair is supplied as alignment context.,Medium,One English-calibrated support direction fails.,"{""coverage_pass"": false, ""groundedness_pass"": true, ""minimum_text_groundedness"": 0.5353153944015503, ""minimum_triple_coverage"": 0.5353153944015503, ""target_text_literal_retention"": 1.0}"
QA22-CA-fe32c5fbd02a,QA2.2,ca,Catalan,Athlete,train/1triples/Athlete_allSolutions.xml::Id13::Id1,Aaron_Hunt | birthPlace | Goslar,Aaron_Hunt | LlocDeNaixement | Goslar,Aaron Hunt was born in Goslar.,Aaron Hunt va néixer a Goslar.,Judge the target text only against the target triples; the English pair is supplied as alignment context.,High,both English-calibrated support directions fail.,"{""coverage_pass"": false, ""groundedness_pass"": false, ""minimum_text_groundedness"": 0.47969892621040344, ""minimum_triple_coverage"": 0.47969889640808105, ""target_text_literal_retention"": null}"
QA12-CA-1566b3d679e3,QA1.2,ca,Catalan,entity_or_value,1998,,,,,"Observed target forms and counts: {""1998"": 5}
Example mappings:
dev/1triples/Artist_allSolutions.xml::Id1: 1998 → 1998
train/3triples/Artist.xml::Id2: 1998 → 1998
train/4triples/Artist.xml::Id4: 1998 → 1998
train/5triples/Artist.xml::Id1: 1998 → 1998",Low,One normalised target form is observed for the recurring source component.,"{""dominant_mapping_rate"": 1.0, ""mapping_review_signal"": false, ""occurrences"": 5, ""target_form_count"": 1}"
QA12-CA-51abb9b3a571,QA1.2,ca,Catalan,entity_or_value,2009-04-04,,,,,"Observed target forms and counts: {""2009-04-04"": 10}
Example mappings:
train/1triples/MeanOfTransportation_allSolutions.xml::Id30: 2009-04-04 → 2009-04-04
train/2triples/MeanOfTransportation.xml::Id24: 2009-04-04 → 2009-04-04
train/3triples/MeanOfTransportation.xml::Id22: 2009-04-04 → 2009-04-04
train/3triples/MeanOfTransportation.xml::Id24: 2009-04-04 → 2009-04-04",Low,One normalised target form is observed for the recurring source component.,"{""dominant_mapping_rate"": 1.0, ""mapping_review_signal"": false, ""occurrences"": 10, ""target_form_count"": 1}"
QA32-CA-7e13d56fda5a,QA3.2,ca,Catalan,University,train/4triples/University.xml::Id62::Id1,"School of Business and Social Sciences at the Aarhus University | affiliation | European_University_Association
School of Business and Social Sciences at the Aarhus University | city | Aarhus
European_University_Association | headquarter | Brussels
School of Business and Social Sciences at the Aarhus University | country | Denmark","Escola_d'Empreses_i_Ciències_Socials_de_la_Universitat_d'Aarhus | Afiliació | Associació_d'Universitats_Europees
Escola_d'Empreses_i_Ciències_Socials_de_la_Universitat_d'Aarhus | Ciutat | Aarhus
Associació_d'Universitats_Europees | QuarterGeneral | Brussel·les
Escola_d'Empreses_i_Ciències_Socials_de_la_Universitat_d'Aarhus | País | Dinamarca","The School of Business and Social Sciences at the Aarhus University in the city of Aarhus, Denmark is affiliated with the European University Association which has its headquarters in Brussels.","L'Escola de Negocis i Ciències Socials de la Universitat d'Aarhus a la ciutat d'Aarhus, Dinamarca, està afiliada a l'Associació Universitària Europea que té la seva seu a Brussel·les.","Different English reference from the same RDF entry:
The School of Business and Social Sciences (Aarhus, Denmark) is affiliated with the European University Association, which has its headquarters in Brussels.",High,"The aligned-reference advantage is in the extreme lower tail, or a non-positive advantage coincides with extreme length variation.","{""aligned_reference_advantage"": -0.17051100730895996, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.7915046215057373, ""comparison_reference_similarity"": 0.9620156288146973, ""expansion_ratio"": 0.9333333333333333, ""extreme_advantage"": true, ""extreme_expansion"": false, ""unusual_expansion"": false}"
QA32-ES-8c94a4837a54,QA3.2,es,Spanish,Company,train/1triples/Company_allSolutions.xml::Id41::Id1,Insular_Government_of_the_Philippine_Islands | foundingDate | 1901-07-01,Gobierno_Insular_de_las_Islas_Filipinas | FechaDeFundación | 01-07-1901,The Insular Government of the Philippine Islands was founded on 1901-07-01.,El Gobierno Insular de las Islas Filipinas se fundó el 1 de julio de 1901.,"Different English reference from the same RDF entry:
The Insular Government of the Philippine Islands was established on July 1, 1901.",High,"The aligned-reference advantage is in the extreme lower tail, or a non-positive advantage coincides with extreme length variation.","{""aligned_reference_advantage"": -0.057492852210998535, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.9216187000274658, ""comparison_reference_similarity"": 0.9791115522384644, ""expansion_ratio"": 1.3636363636363635, ""extreme_advantage"": true, ""extreme_expansion"": false, ""unusual_expansion"": true}"
QA11-CA-3710db26cbe1,QA1.1,ca,Catalan,Artist,train/2triples/Artist.xml::Id29,"Aaron_Turner | associatedBand/associatedMusicalArtist | Twilight_(band)
Aaron_Turner | associatedBand/associatedMusicalArtist | Old_Man_Gloom","Aaron_Turner | BandaAssociada/artistaMusicalAssociat | Twilight_(grup)
Aaron_Turner | BandaAssociada/artistaMusicalAssociat | L'home_vell_sombria",Aaron Turner played for Old Man Gloom and the band Twilight.,Aaron Turner va tocar per a Old Man Gloom i la banda Twilight.,"Expected triples: 2; English IDs: Id1
Id2
Id3; Target IDs: Id1
Id2
Id3; Target lexicalisations in entry: Aaron Turner va tocar per a Old Man Gloom i la banda Twilight.
Aaron Turner va tocar amb les bandes Twilight i Old Man Gloom.
Aaron Turner va tocar amb la banda Twilight i per a Old Man Gloom.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA21-ES-0398e86d7052,QA2.1,es,Spanish,Film,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1761::Id2,"English_Without_Tears | runtime | 89.0
English_Without_Tears | musicComposer | Nicholas_Brodszky
English_Without_Tears | releaseDate | 1944-07-28","Amor_en_seis_lecciones | TiempoDeEjecución | 89.0
Amor_en_seis_lecciones | CompositorMusical | Nicholas_Brodzsky
Amor_en_seis_lecciones | FechaDePublicación | 28-07-1944","The 89 minute film, English Without Tears, released on July 1944, was composed by Nicholas Brodszky.","La película English Without Tears (Inglés sin lágrimas), de 89 minutos de duración y estrenada en julio de 1944, fue compuesta por Nicholas Brodszky.",English lexicalisation ID: Id2; target lexicalisation ID: Id2,High,a semantic score is in the lowest 1%.,"{""below_10_percent"": [""triple_similarity""], ""below_1_percent"": [""triple_similarity""], ""below_5_percent"": [""triple_similarity""], ""predicate_similarity"": 0.6513532598813375, ""source_target_literal_preservation"": 1.0, ""structured_predicate_review_flag"": false, ""text_similarity"": 0.9567795991897583, ""triple_similarity"": 0.6057777404785156}"
QA22-ES-21c8bc7bcd93,QA2.2,es,Spanish,MusicalWork,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id863::Id1,"Mermaid_(Train_song) | genre | Reggae
Imagine_(John_Lennon_song) | followedBy | Happy_Xmas_(War_Is_Over)
Mermaid_(Train_song) | followedBy | Imagine_(John_Lennon_song)
Imagine_(John_Lennon_song) | genre | Pop_music","Mermaid_(canción_de_Train) | Género | reggae
Imagine_(canción_de_John_Lennon) | SeguidoDe | Happy_Xmas_(War_Is_Over)
Mermaid_(canción_de_Train) | SeguidoDe | Imagine_(canción_de_John_Lennon)
Imagine_(canción_de_John_Lennon) | Género | pop",The song Mermaid by Train is written in the reggae music genre and was followed by the band’s cover of the John Lennon song Imagine. The original version of Imagine is in the pop music genre and was followed up by Lennon’s hit Happy Xmas (War is Over).,La canción Mermaid de Train pertenece al género musical reggae y fue seguida por la versión del grupo de la canción Imagine de John Lennon. La versión original de Imagine pertenece al género pop y fue seguida por el éxito de Lennon Happy Xmas (War is Over).,Judge the target text only against the target triples; the English pair is supplied as alignment context.,Low,Coverage and groundedness pass; no target literal failure is observed.,"{""coverage_pass"": true, ""groundedness_pass"": true, ""minimum_text_groundedness"": 0.6168889999389648, ""minimum_triple_coverage"": 0.47698843479156494, ""target_text_literal_retention"": null}"
QA11-ES-df7a8e1304d7,QA1.1,es,Spanish,Food,train/1triples/Food_allSolutions.xml::Id133,Batchoy | ingredient | Noodle,Batchoy | Ingrediente | fideo,Noodles are an ingredient in batchoy.,Los fideos son un ingrediente del Batchoy.,Expected triples: 1; English IDs: Id1; Target IDs: Id1; Target lexicalisations in entry: Los fideos son un ingrediente del Batchoy.,Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA22-CA-2b9f52e7b144,QA2.2,ca,Catalan,Artist,train/4triples/Artist.xml::Id61::Id1,"Ahmet_Ertegun | genre | Rock_and_roll
Ahmet_Ertegun | origin | Washington,_D.C.
Ahmet_Ertegun | background | ""non_performing_personnel""
Ahmet_Ertegun | origin | United_States","Ahmet_Ertegun | Gènere | rock_and_roll
Ahmet_Ertegun | Origen | Washington_DC
Ahmet_Ertegun | Antecedents | personal_no_executiu
Ahmet_Ertegun | Origen | Estats_Units_d'Amèrica","Ahmet Ertegun originates from Washington D.C. in the United States. He has a non-performing background, but can play rock and roll music.","Ahmet Ertegun és originari de Washington D.C. als Estats Units. No té experiència en actuacions, però pot tocar música rock and roll.",Judge the target text only against the target triples; the English pair is supplied as alignment context.,Medium,One English-calibrated support direction fails.,"{""coverage_pass"": true, ""groundedness_pass"": false, ""minimum_text_groundedness"": 0.21581460535526276, ""minimum_triple_coverage"": 0.3926772475242615, ""target_text_literal_retention"": null}"
QA32-ES-9b3834a8f7f4,QA3.2,es,Spanish,MeanOfTransportation,train/3triples/MeanOfTransportation.xml::Id90::Id3,"Abarth_1000_GT_Coupé | productionEndYear | 1958
Abarth_1000_GT_Coupé | wheelbase | 2160.0 (millimetres)
Abarth_1000_GT_Coupé | bodyStyle | Coupé","Abarth_1000_GT_Coupé | ProducciónFinDeAño | 1958
Abarth_1000_GT_Coupé | DistanciaEntreEjes | 2160,0_(milímetros)
Abarth_1000_GT_Coupé | EstiloDeCarrocería | Coupé","The Abarth 1000 GT Coupe has a Coupe body style, a wheelbase of 2160.0 millimetres, and it rolled off the production line in 1958.","El Abarth 1000 GT Coupé tiene carrocería Coupé, una distancia entre ejes de 2160,0 milímetros y salió de la cadena de producción en 1958.","Different English reference from the same RDF entry:
The Abarth 1000 GT, which ended production in 1958, has a Coupé body style and a wheelbase of 2160 mms.",Medium,"The aligned-reference advantage is non-positive/unavailable, or the expansion ratio is outside the central 90% range.","{""aligned_reference_advantage"": -0.009926199913024902, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.8580644726753235, ""comparison_reference_similarity"": 0.8679906725883484, ""expansion_ratio"": 1.0, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": false}"
QA31-CA-82e0813bf006,QA3.1,ca,Catalan,WrittenWork,train/3triples/WrittenWork.xml::Id196::Id1,"John_Cowper_Powys | birthPlace | Shirley,_Derbyshire
John_Cowper_Powys | notableWork | Porius:_A_Romance_of_the_Dark_Ages
A_Glastonbury_Romance | author | John_Cowper_Powys","John_Cowper_Powys | LlocDeNaixement | Shirley,_Derbyshire
John_Cowper_Powys | ObraNotable | Porius:_un_romanç_de_l'edat_fosca
Un_romanç_de_Glastonbury | Autor | John_Cowper_Powys","John Cowper Powys was born in Shirley, Derbyshire. His notable work includes Porius A Romance of the Dark Ages and A Glastonbury Romance.","John Cowper Powys va néixer a Shirley, Derbyshire. La seva obra notable inclou Porius A Romance of the Dark Ages i A Glastonbury Romance.",Assess language identity and substantial English leakage; do not score general fluency or style here.,High,At least one hard language diagnostic is active.,"{""code_switch_detected"": true, ""full_english_copy_detected"": false, ""hard_language_flag"": true, ""predicted_language"": ""ca"", ""target_language_probability"": 0.6383399367332458, ""valid_target_language"": false, ""wrong_language_detected"": false}"
QA11-ES-df98634b8855,QA1.1,es,Spanish,MusicalWork,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1200,Rock_music | musicFusionGenre | Noise_rock,rock | GéneroMusicalFusión | noise_rock,Noise rock is a fusion genre of rock music.,El noise rock es un género de fusión de la música rock.,"Expected triples: 1; English IDs: Id1
Id2; Target IDs: Id1
Id2; Target lexicalisations in entry: El noise rock es un género de fusión de la música rock.
El noise rock es un género de fusión basado en la música rock.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA32-ES-85555d3a29fd,QA3.2,es,Spanish,City,train/3triples/City.xml::Id183::Id1,"United_States | capital | Washington,_D.C.
Abilene,_Texas | isPartOf | Taylor_County,_Texas
Taylor_County,_Texas | country | United_States","Estados_Unidos | Capital | Washington_D._C.
Abilene,_Texas | FormaParteDe | Condado_de_Taylor,_Texas
Condado_de_Taylor,_Texas | País | Estados_Unidos","Abilene is part of Taylor County, Texas in the United States, where the capital is Washington DC.","Abilene es parte del condado de Taylor, Texas en los Estados Unidos, donde la capital es Washington DC.","Different English reference from the same RDF entry:
The United States ha the capital of Washington DC and is the location of Abilene which is part of Taylor County in Texas.",Low,The target favours its aligned English reference and its length lies within the central language-specific range.,"{""aligned_reference_advantage"": 0.022100746631622314, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.9829360246658325, ""comparison_reference_similarity"": 0.9608352780342102, ""expansion_ratio"": 1.0588235294117647, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": false}"
QA11-ES-921e1327707b,QA1.1,es,Spanish,Food,train/1triples/Food_allSolutions.xml::Id180,China | language | Standard_Chinese,República_Popular_China | Idioma | mandarín_estándar,Standard Chinese is the language of China.,El chino estándar es la lengua de China.,"Expected triples: 1; English IDs: Id1
Id2; Target IDs: Id1
Id2; Target lexicalisations in entry: El chino estándar es la lengua de China.
El chino estándar es una lengua de China.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA12-CA-c2bfbbe88c6b,QA1.2,ca,Catalan,predicate,deathPlace,,,,,"Observed target forms and counts: {""llocdelamort"": 749}
Example mappings:
dev/1triples/Artist_allSolutions.xml::Id16: deathPlace → LlocDeLaMort
dev/1triples/Astronaut_allSolutions.xml::Id2: deathPlace → LlocDeLaMort
dev/1triples/Politician_allSolutions.xml::Id13: deathPlace → LlocDeLaMort
dev/1triples/Politician_allSolutions.xml::Id32: deathPlace → LlocDeLaMort",Low,One normalised target form is observed for the recurring source component.,"{""dominant_mapping_rate"": 1.0, ""mapping_review_signal"": false, ""occurrences"": 749, ""target_form_count"": 1}"
QA12-ES-f5d2cda678b5,QA1.2,es,Spanish,entity_or_value,Bangalore,,,,,"Observed target forms and counts: {""bengaluru"": 111}
Example mappings:
dev/3triples/University.xml::Id2: Bangalore → Bengaluru
dev/3triples/University.xml::Id3: Bangalore → Bengaluru
dev/4triples/University.xml::Id5: Bangalore → Bengaluru
dev/5triples/University.xml::Id3: Bangalore → Bengaluru",Low,One normalised target form is observed for the recurring source component.,"{""dominant_mapping_rate"": 1.0, ""mapping_review_signal"": false, ""occurrences"": 111, ""target_form_count"": 1}"
QA12-ES-8aea21771764,QA1.2,es,Spanish,entity_or_value,Online_Game,,,,,"Observed target forms and counts: {""juego en línea"": 12}
Example mappings:
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id306: Online_Game → Juego_en_línea
test/rdf-to-text-generation-test-data-with-refs-en.xml::Id916: Online_Game → Juego_en_línea
train/3triples/Company.xml::Id32: Online_Game → Juego_en_línea
train/3triples/Company.xml::Id38: Online_Game → Juego_en_línea",Low,One normalised target form is observed for the recurring source component.,"{""dominant_mapping_rate"": 1.0, ""mapping_review_signal"": false, ""occurrences"": 12, ""target_form_count"": 1}"
QA31-ES-905c79c5b85c,QA3.1,es,Spanish,Artist,train/1triples/Artist_allSolutions.xml::Id216::Id2,Canada | officialLanguage | French_language,Canadá | IdiomaOficial | francés,French is Canada's official language.,El francés es la lengua oficial de Canadá.,Assess language identity and substantial English leakage; do not score general fluency or style here.,Medium,"The expected language does not reach the confidence-based valid-language decision, but no hard flag is active.","{""code_switch_detected"": false, ""full_english_copy_detected"": false, ""hard_language_flag"": false, ""predicted_language"": ""es"", ""target_language_probability"": 0.6181981563568115, ""valid_target_language"": false, ""wrong_language_detected"": false}"
QA11-CA-3cd6d577171b,QA1.1,ca,Catalan,Monument,train/3triples/Monument.xml::Id8,"14th_New_Jersey_Volunteer_Infantry_Monument | category | Historic_districts_in_the_United_States
14th_New_Jersey_Volunteer_Infantry_Monument | district | Monocacy_National_Battlefield
14th_New_Jersey_Volunteer_Infantry_Monument | established | ""1907-07-11""","14th_New_Jersey_Volunteer_Infantry_Monument | PàginaD'IniciDeL'Usuari | Districtes_històrics_dels_Estats_Units
14th_New_Jersey_Volunteer_Infantry_Monument | Districte | Monocacy_National_Battlefield
14th_New_Jersey_Volunteer_Infantry_Monument | Establert | 1907-07-11",The 14th New Jersey Volunteer Infantry Monument which is located in the Monocacy National Battlefield was established on 11 July 1907. It falls within the category of Historic districts in the US.,"El 14è Monument a la Infanteria Voluntària de Nova Jersey, que es troba al Camp de Batalla Nacional de Monocacy, es va establir l'11 de juliol de 1907. Forma part de la categoria de districtes històrics dels EUA.","Expected triples: 3; English IDs: Id1
Id2
Id3; Target IDs: Id1
Id2
Id3; Target lexicalisations in entry: El 14è Monument a la Infanteria Voluntària de Nova Jersey, que es troba al Camp de Batalla Nacional de Monocacy, es va establir l'11 de juliol de 1907. Forma part de la categoria de districtes històrics dels EUA.
Monocacy National Battlefield és la ubicació del monument de la 14a Infanteria Voluntària de Nova Jersey, que es va establir l'11 de juliol de 1907 i pertany a la categoria de districtes històrics dels EUA.
El 14è Monument de la Infanteria Voluntària de Nova Jersey va ser establert l'11 de juliol de 1907 i es troba al Monocacy National Battlefield.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA11-ES-3f7757054ac9,QA1.1,es,Spanish,Astronaut,train/5triples/Astronaut.xml::Id2,"Alan_Bean | nationality | United_States
Alan_Bean | occupation | Test_pilot
Alan_Bean | almaMater | ""UT Austin, B.S. 1955""
Alan_Bean | mission | Apollo_12
Alan_Bean | birthPlace | Wheeler,_Texas","Alan_L._Bean | Nacionalidad | Estados_Unidos
Alan_L._Bean | Ocupación | piloto_de_pruebas
Alan_L._Bean | AlmaMáter | UT_Austin,_B.S._1955
Alan_L._Bean | Misión | Apolo_12
Alan_L._Bean | LugarDeNacimiento | Wheeler,_Texas","Alan Bean was a US citizen who was born in Wheeler, Texas, He graduated from UT Austin in 1955 with a B.S. degree. He was a test pilot and he served as a crew member of Apollo 12.","Alan Bean era un ciudadano estadounidense nacido en Wheeler, Texas. Se licenció en 1955 por la Universidad de Texas en Austin. Fue piloto de pruebas y miembro de la tripulación del Apolo 12.","Expected triples: 5; English IDs: Id1
Id2
Id3; Target IDs: Id1
Id2
Id3; Target lexicalisations in entry: Alan Bean era un ciudadano estadounidense nacido en Wheeler, Texas. Se licenció en 1955 por la Universidad de Texas en Austin. Fue piloto de pruebas y miembro de la tripulación del Apolo 12.
El piloto de pruebas estadounidense Alan Bean, de Wheeler (Texas), se licenció en Ciencias en la Universidad de Texas en Austin en 1955 y pasó a formar parte de la tripulación de la misión de vuelo Apolo 12.
Alan Bean (nacido en Wheeler, Texas) es un ciudadano estadounidense que formó parte de la tripulación del Apolo 12 tras haber servido como piloto de pruebas. Se licenció en Ciencias por la Universidad de Texas en Austin en 1955.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA31-CA-2d68c024163f,QA3.1,ca,Catalan,WrittenWork,train/2triples/WrittenWork.xml::Id68::Id1,"A_Glastonbury_Romance | mediaType | Hardcover
A_Glastonbury_Romance | oclcNumber | 76798317","Un_romanç_de_Glastonbury | TipusDeMitjans | enquadernació_cartoné
Un_romanç_de_Glastonbury | NúmeroOclc | 76798317","""A Glastonbury Romance "" can be found in hardcover and as the OCLC number 76798317.","""A Glastonbury Romance"" es pot trobar en tapa dura i com el número OCLC 76798317.",Assess language identity and substantial English leakage; do not score general fluency or style here.,Medium,"The expected language does not reach the confidence-based valid-language decision, but no hard flag is active.","{""code_switch_detected"": false, ""full_english_copy_detected"": false, ""hard_language_flag"": false, ""predicted_language"": ""ca"", ""target_language_probability"": 0.6444318890571594, ""valid_target_language"": false, ""wrong_language_detected"": false}"
